"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國108年 4月底","","","","",""," 單位：個、人","","","","","  中華民國108年 4月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","564211","10410619","162640","3276528","320960","3524202","13324","336938","8400","474061"," 總　　　　　計","1896","5640","233","12656","3911","2077901","39","269606","52808","433087",
" 　新　 北　 市","98857","1451134","32317","467723","55872","513544","1990","43944","749","49643"," 　新　 北　 市","243","822","22","1292","303","294929","5","26826","7356","52411",
" 　臺　 北　 市","110405","2408423","13284","368604","80573","1393666","3651","89960","965","140198"," 　臺　 北　 市","30","112","22","1157","324","316332","0","0","11556","98394",
" 　桃　 園　 市","49821","953194","16901","459920","27221","259657","849","23732","591","33295"," 　桃　 園　 市","55","141","21","2444","281","137505","2","1467","3900","35033",
" 　臺　 中　 市","89271","1242320","31549","488254","47321","392112","1447","32434","793","44588"," 　臺　 中　 市","50","139","30","2449","379","216006","1","1931","7701","64407",
" 　臺　 南　 市","39904","766613","13392","292206","20695","168400","854","19351","669","35316"," 　臺　 南　 市","32","72","17","989","326","151782","2","65194","3917","33303",
" 　高　 雄　 市","61632","1123026","16339","343541","35998","323429","1323","33970","867","39039"," 　高　 雄　 市","452","1252","20","1253","553","300326","7","29871","6073","50345",
" 　宜　 蘭　 縣","6460","153832","1731","28500","2799","24467","225","6024","239","9895"," 　宜　 蘭　 縣","478","1722","10","363","181","60604","2","16674","795","5583",
" 　新　 竹　 縣","10461","253701","3167","116572","5636","75522","272","11717","226","7092"," 　新　 竹　 縣","15","47","7","102","112","33343","0","0","1026","9306",
" 　苗　 栗　 縣","7775","154000","3012","59481","3280","28292","215","5024","298","7805"," 　苗　 栗　 縣","14","50","2","44","110","37576","2","7715","842","8013",
" 　彰　 化　 縣","29513","448048","13980","204355","12254","84602","487","16078","430","14916"," 　彰　 化　 縣","21","53","21","661","175","93483","1","15622","2144","18278",
" 　南　 投　 縣","6098","130371","1870","33284","2684","21091","212","5070","335","9377"," 　南　 投　 縣","3","12","9","272","118","49841","1","4415","866","7009",
" 　雲　 林　 縣","7739","219557","2720","66182","3224","27730","264","6087","348","12707"," 　雲　 林　 縣","42","90","3","70","176","68487","1","30113","961","8091",
" 　嘉　 義　 縣","5368","115232","2011","38461","2324","23234","173","7797","266","8531"," 　嘉　 義　 縣","21","47","2","59","67","16643","1","17555","503","2905",
" 　屏　 東　 縣","9224","208872","2452","36913","4504","34463","420","6860","445","13715"," 　屏　 東　 縣","73","195","11","363","143","85867","5","18632","1171","11864",
" 　臺　 東　 縣","2933","44461","607","4317","1386","8828","138","4361","229","6417"," 　臺　 東　 縣","70","156","9","331","64","14509","3","3284","427","2258",
" 　花　 蓮　 縣","5333","90529","1382","13817","2620","19204","182","9021","296","9207"," 　花　 蓮　 縣","45","123","10","354","109","33430","1","1729","688","3644",
" 　澎　 湖　 縣","1167","30099","303","2253","442","3125","37","662","118","3106"," 　澎　 湖　 縣","128","273","1","32","18","5136","1","14646","119","866",
" 　基　 隆　 市","4968","105698","1258","17107","2589","18738","128","4050","142","6235"," 　基　 隆　 市","68","195","1","2","165","53504","1","1746","616","4121",
" 　新　 竹　 市","10280","369594","2716","214901","5797","78249","285","6981","146","12426"," 　新　 竹　 市","28","83","8","123","144","42257","1","6685","1155","7889",
" 　嘉　 義　 市","5696","117780","1199","15388","3224","22513","136","3460","105","5241"," 　嘉　 義　 市","1","4","6","267","145","62155","0","0","880","8752",
" 　金　 門　 縣","1083","21383","358","4090","471","3121","31","321","94","4446"," 　金　 門　 縣","19","39","1","29","16","3645","1","5152","92","540",
" 　連　 江　 縣","223","2752","92","659","46","215","5","34","49","866"," 　連　 江　 縣","8","13","0","0","2","541","1","349","20","75",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國108年 6月13日","  編製",
