"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國108年 8月底","","","","",""," 單位：個、人","","","","","  中華民國108年 8月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","568283","10422569","164053","3295249","322815","3559063","13593","343340","8385","432318"," 總　　　　　計","1904","5693","299","14865","3918","2067777","39","267342","53277","436922",
" 　新　 北　 市","99323","1451489","32403","467374","56188","520030","2015","44791","749","44355"," 　新　 北　 市","245","843","22","1252","303","293392","5","26603","7393","52849",
" 　臺　 北　 市","111023","2413998","13416","374757","80870","1403750","3674","90730","964","131007"," 　臺　 北　 市","30","115","33","1487","325","313879","0","0","11711","98273",
" 　桃　 園　 市","50354","957316","17078","463804","27489","262502","883","24496","589","29286"," 　桃　 園　 市","57","157","24","2549","285","137460","2","1486","3947","35576",
" 　臺　 中　 市","89966","1247832","31818","490703","47637","398722","1486","33625","792","39652"," 　臺　 中　 市","49","140","34","2262","380","215541","1","1902","7769","65285",
" 　臺　 南　 市","40233","763484","13546","291923","20829","169717","872","19850","664","30715"," 　臺　 南　 市","34","82","27","1663","325","151137","2","64757","3934","33640",
" 　高　 雄　 市","62002","1122960","16480","345580","36164","325840","1342","34582","865","34875"," 　高　 雄　 市","453","1256","24","1334","556","299283","7","29425","6111","50785",
" 　宜　 蘭　 縣","6539","153599","1744","28783","2839","24971","236","6188","239","9172"," 　宜　 蘭　 縣","476","1710","12","318","182","60244","2","16501","809","5712",
" 　新　 竹　 縣","10635","255324","3222","116508","5731","76951","275","11816","227","6489"," 　新　 竹　 縣","13","35","8","184","112","33671","0","0","1047","9670",
" 　苗　 栗　 縣","7873","154129","3044","59727","3320","28505","228","5162","298","7593"," 　苗　 栗　 縣","14","54","6","158","110","37131","2","7695","851","8104",
" 　彰　 化　 縣","29647","448562","14092","205985","12231","85289","509","16577","430","13309"," 　彰　 化　 縣","22","46","24","700","177","92965","1","15502","2161","18189",
" 　南　 投　 縣","6129","130101","1870","33490","2697","21334","223","4841","334","8949"," 　南　 投　 縣","3","13","17","544","117","49377","1","4421","867","7132",
" 　雲　 林　 縣","7905","221246","2794","67836","3273","28249","286","6115","348","12336"," 　雲　 林　 縣","42","91","11","492","175","68088","1","29825","975","8214",
" 　嘉　 義　 縣","5425","113615","2034","38651","2335","22966","178","7965","265","6922"," 　嘉　 義　 縣","29","59","6","142","66","16524","1","17422","511","2964",
" 　屏　 東　 縣","9331","207871","2506","37012","4550","34585","432","7155","442","12683"," 　屏　 東　 縣","68","191","11","563","142","85237","5","18398","1175","12047",
" 　臺　 東　 縣","2985","44085","633","4550","1404","8995","145","4344","229","5851"," 　臺　 東　 縣","72","148","8","321","63","14331","3","3222","428","2323",
" 　花　 蓮　 縣","5346","89846","1397","13883","2616","19235","183","9353","294","8432"," 　花　 蓮　 縣","50","143","10","186","109","33219","1","1709","686","3686",
" 　澎　 湖　 縣","1197","30680","315","2314","458","3265","37","683","118","3599"," 　澎　 湖　 縣","123","251","1","7","18","5108","1","14585","126","868",
" 　基　 隆　 市","5005","105168","1274","16972","2605","18920","129","4116","145","5895"," 　基　 隆　 市","66","207","3","90","166","53034","1","1768","616","4166",
" 　新　 竹　 市","10332","369454","2724","215324","5830","78795","290","7012","147","11072"," 　新　 竹　 市","32","93","10","239","144","42380","1","6598","1154","7941",
" 　嘉　 義　 市","5705","117604","1199","15269","3222","22972","134","3576","105","4889"," 　嘉　 義　 市","0","0","8","374","145","61667","0","0","892","8857",
" 　金　 門　 縣","1096","21395","369","4141","476","3208","31","330","93","4366"," 　金　 門　 縣","18","43","0","0","16","3576","1","5180","92","551",
" 　連　 江　 縣","232","2811","95","663","51","262","5","33","48","871"," 　連　 江　 縣","8","16","0","0","2","533","1","343","22","90",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國108年10月14日","  編製",
