"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國108年 9月底","","","","",""," 單位：個、人","","","","","  中華民國108年 9月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","569029","10486250","164272","3304749","323125","3573902","13682","347179","8390","469098"," 總　　　　　計","1909","5753","275","13922","3919","2062769","39","266886","53418","441992",
" 　新　 北　 市","99500","1460337","32452","469082","56284","522261","2029","45371","748","48675"," 　新　 北　 市","246","847","21","1392","303","292697","5","26576","7412","53436",
" 　臺　 北　 市","111183","2435845","13436","375874","80964","1413367","3686","91538","967","139850"," 　臺　 北　 市","32","120","26","1267","325","313372","0","0","11747","100457",
" 　桃　 園　 市","50454","965213","17084","465906","27548","263735","894","24880","590","33400"," 　桃　 園　 市","56","154","26","2375","285","137283","2","1493","3969","35987",
" 　臺　 中　 市","90058","1253819","31849","491272","47646","399492","1507","33864","792","43328"," 　臺　 中　 市","49","134","38","2607","380","215327","1","1893","7796","65902",
" 　臺　 南　 市","40252","765998","13540","291991","20849","169552","875","20008","665","33913"," 　臺　 南　 市","34","78","22","1262","325","150636","2","64692","3940","33866",
" 　高　 雄　 市","62086","1126972","16525","347037","36194","326328","1348","34867","864","37786"," 　高　 雄　 市","455","1278","23","1226","556","298068","7","29312","6114","51070",
" 　宜　 蘭　 縣","6572","154481","1757","29012","2845","25044","238","6201","239","9826"," 　宜　 蘭　 縣","479","1718","10","276","183","60129","2","16455","819","5820",
" 　新　 竹　 縣","10658","257097","3226","117050","5741","77351","278","11842","227","7210"," 　新　 竹　 縣","13","39","11","186","112","33575","0","0","1050","9844",
" 　苗　 栗　 縣","7880","154497","3053","59826","3319","28384","228","5251","298","7968"," 　苗　 栗　 縣","14","54","2","31","110","37100","2","7708","854","8175",
" 　彰　 化　 縣","29681","450500","14115","206348","12233","85276","512","17017","430","14594"," 　彰　 化　 縣","21","43","20","591","177","92816","1","15471","2172","18344",
" 　南　 投　 縣","6128","131331","1876","33696","2688","21411","227","5255","335","9473"," 　南　 投　 縣","3","13","13","596","116","49305","1","4408","869","7174",
" 　雲　 林　 縣","7890","221337","2787","67876","3265","28275","286","6169","348","12870"," 　雲　 林　 縣","43","92","8","316","175","67727","1","29765","977","8247",
" 　嘉　 義　 縣","5432","114736","2036","38640","2339","23119","180","7990","265","7927"," 　嘉　 義　 縣","29","61","6","164","66","16485","1","17384","510","2966",
" 　屏　 東　 縣","9330","208979","2514","37194","4550","34800","434","7258","443","13840"," 　屏　 東　 縣","67","189","7","350","142","84903","5","18353","1168","12092",
" 　臺　 東　 縣","2991","44599","642","4545","1401","8897","145","4386","228","6524"," 　臺　 東　 縣","73","150","7","266","63","14300","3","3211","429","2320",
" 　花　 蓮　 縣","5343","90716","1401","13909","2609","19201","184","9419","295","9267"," 　花　 蓮　 縣","49","150","10","245","110","33132","1","1708","684","3685",
" 　澎　 湖　 縣","1201","30680","314","2296","459","3215","38","684","118","3680"," 　澎　 湖　 縣","124","277","2","26","18","5067","1","14556","127","879",
" 　基　 隆　 市","5014","105880","1279","17153","2609","19113","130","4138","145","6334"," 　基　 隆　 市","62","201","4","96","166","52909","1","1773","618","4163",
" 　新　 竹　 市","10326","370861","2713","215865","5835","78709","287","7099","147","12047"," 　新　 竹　 市","32","91","10","203","144","42226","1","6595","1157","8026",
" 　嘉　 義　 市","5719","118070","1205","15290","3227","22937","137","3571","105","5310"," 　嘉　 義　 市","0","0","9","447","145","61621","0","0","891","8894",
" 　金　 門　 縣","1098","21446","371","4199","470","3170","34","336","93","4391"," 　金　 門　 縣","20","47","0","0","16","3559","1","5188","93","556",
" 　連　 江　 縣","233","2856","97","688","50","265","5","35","48","885"," 　連　 江　 縣","8","17","0","0","2","532","1","345","22","89",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國108年11月14日","  編製",
