"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國108年 5月底","","","","",""," 單位：個、人","","","","","  中華民國108年 5月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","565067","10414255","162931","3279708","321364","3523814","13376","337822","8397","474635"," 總　　　　　計","1881","5567","257","14273","3910","2075557","39","269061","52912","433818",
" 　新　 北　 市","98967","1450174","32368","467239","55919","513466","1997","44145","749","49175"," 　新　 北　 市","242","815","22","1448","303","294529","5","26787","7362","52570",
" 　臺　 北　 市","110516","2410704","13316","369161","80600","1394689","3651","89952","962","141481"," 　臺　 北　 市","29","109","25","1226","324","315629","0","0","11609","98457",
" 　桃　 園　 市","49920","954713","16931","461027","27281","259743","850","23806","590","33556"," 　桃　 園　 市","55","142","20","2396","281","137449","2","1474","3910","35120",
" 　臺　 中　 市","89423","1242212","31597","488654","47412","391666","1454","32607","793","44544"," 　臺　 中　 市","48","137","28","2255","380","215903","1","1921","7710","64525",
" 　臺　 南　 市","39971","765531","13419","291953","20719","167969","857","19413","671","34605"," 　臺　 南　 市","32","82","21","1300","326","151731","2","65127","3924","33351",
" 　高　 雄　 市","61705","1122398","16361","343770","36035","322257","1335","34244","867","39099"," 　高　 雄　 市","444","1206","28","1594","553","300044","7","29759","6075","50425",
" 　宜　 蘭　 縣","6463","153769","1727","28590","2810","24498","230","5993","239","9659"," 　宜　 蘭　 縣","471","1691","13","558","181","60535","2","16647","790","5598",
" 　新　 竹　 縣","10500","254816","3173","117247","5661","75582","273","11792","226","7129"," 　新　 竹　 縣","15","45","7","92","112","33535","0","0","1033","9394",
" 　苗　 栗　 縣","7789","154192","3013","59509","3289","28461","215","5042","298","7829"," 　苗　 栗　 縣","14","53","1","28","110","37564","2","7702","847","8004",
" 　彰　 化　 縣","29534","448286","14000","204885","12252","84671","491","16144","430","14832"," 　彰　 化　 縣","22","55","17","459","175","93412","1","15583","2146","18245",
" 　南　 投　 縣","6103","130596","1866","33270","2689","21131","216","5125","334","9389"," 　南　 投　 縣","3","12","12","435","118","49773","1","4400","864","7061",
" 　雲　 林　 縣","7784","220240","2737","66620","3239","27940","269","6028","348","12802"," 　雲　 林　 縣","44","96","7","216","175","68378","1","30044","964","8116",
" 　嘉　 義　 縣","5378","114799","2014","38472","2331","23007","173","7793","266","8359"," 　嘉　 義　 縣","21","45","3","47","67","16619","1","17530","502","2927",
" 　屏　 東　 縣","9259","209035","2472","36970","4515","34500","425","6933","445","13820"," 　屏　 東　 縣","73","199","13","519","143","85674","5","18571","1168","11849",
" 　臺　 東　 縣","2941","44624","610","4385","1388","8862","139","4252","229","6467"," 　臺　 東　 縣","73","153","10","447","63","14510","3","3263","426","2285",
" 　花　 蓮　 縣","5352","90678","1387","13895","2628","19266","179","8998","296","9163"," 　花　 蓮　 縣","47","129","11","543","109","33302","1","1726","694","3656",
" 　澎　 湖　 縣","1181","30660","305","2261","452","3140","37","662","118","3686"," 　澎　 湖　 縣","126","261","1","32","18","5112","1","14627","123","879",
" 　基　 隆　 市","4969","105459","1256","17186","2592","18655","129","4051","143","6159"," 　基　 隆　 市","67","190","1","23","165","53344","1","1741","615","4110",
" 　新　 竹　 市","10295","369316","2719","214432","5806","78475","285","7001","146","12354"," 　新　 竹　 市","30","88","10","121","144","42306","1","6662","1154","7877",
" 　嘉　 義　 市","5707","117913","1206","15411","3226","22505","135","3478","105","5236"," 　嘉　 義　 市","1","4","6","505","145","62029","0","0","883","8745",
" 　金　 門　 縣","1085","21367","361","4109","473","3106","31","328","94","4429"," 　金　 門　 縣","16","38","1","29","16","3637","1","5150","92","541",
" 　連　 江　 縣","225","2773","93","662","47","225","5","35","48","862"," 　連　 江　 縣","8","17","0","0","2","542","1","347","21","83",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國108年 7月12日","  編製",
