"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國108年 2月底","","","","",""," 單位：個、人","","","","","  中華民國108年 2月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","562159","10361577","161953","3265741","320250","3509616","13230","334060","8391","446926"," 總　　　　　計","1912","5664","101","7677","3904","2090610","39","270792","52379","430491",
" 　新　 北　 市","98652","1444683","32277","466067","55786","509928","1977","43692","748","46814"," 　新　 北　 市","243","808","10","917","303","297289","5","26969","7303","52199",
" 　臺　 北　 市","110170","2402576","13233","371645","80538","1390757","3643","89422","962","133351"," 　臺　 北　 市","29","118","17","622","322","318980","0","0","11426","97681",
" 　桃　 園　 市","49592","943566","16828","454326","27125","258056","832","23502","590","30977"," 　桃　 園　 市","58","147","11","2078","279","138243","2","1467","3867","34770",
" 　臺　 中　 市","88877","1236462","31431","486191","47126","391434","1423","32083","791","42453"," 　臺　 中　 市","52","147","5","1404","379","216643","1","1950","7669","64157",
" 　臺　 南　 市","39707","761568","13286","291177","20653","167214","838","19069","671","32146"," 　臺　 南　 市","32","78","10","853","324","152605","2","65324","3891","33102",
" 　高　 雄　 市","61390","1119141","16232","342404","35911","322210","1321","33718","868","36390"," 　高　 雄　 市","457","1288","10","813","553","302227","7","30081","6031","50010",
" 　宜　 蘭　 縣","6404","153259","1720","28395","2759","24313","228","5921","240","9403"," 　宜　 蘭　 縣","478","1696","6","192","181","61004","2","16764","790","5571",
" 　新　 竹　 縣","10406","252117","3143","116762","5611","74504","272","11388","226","6759"," 　新　 竹　 縣","17","53","3","5","112","33498","0","0","1022","9148",
" 　苗　 栗　 縣","7745","153741","3002","59471","3269","28194","215","4974","299","7609"," 　苗　 栗　 縣","14","52","0","0","110","37740","2","7733","834","7968",
" 　彰　 化　 縣","29367","445768","13930","203665","12191","83975","484","16048","431","14025"," 　彰　 化　 縣","22","59","2","67","175","94015","1","15667","2131","18247",
" 　南　 投　 縣","6065","129621","1857","32954","2687","21215","211","4885","335","9151"," 　南　 投　 縣","3","8","0","0","117","49972","1","4434","854","7002",
" 　雲　 林　 縣","7701","218316","2705","65578","3210","27088","257","5909","349","12247"," 　雲　 林　 縣","44","81","2","105","176","68906","1","30350","957","8052",
" 　嘉　 義　 縣","5351","114093","1993","38471","2333","23036","174","7799","265","7513"," 　嘉　 義　 縣","19","42","2","55","67","16725","1","17599","497","2853",
" 　屏　 東　 縣","9166","207848","2439","36590","4489","34331","421","6791","442","13066"," 　屏　 東　 縣","73","208","4","36","143","86285","5","18773","1150","11768",
" 　臺　 東　 縣","2912","43971","605","4263","1377","8765","136","4379","228","6060"," 　臺　 東　 縣","75","167","5","172","64","14612","3","3306","419","2247",
" 　花　 蓮　 縣","5307","90141","1378","13689","2621","19170","180","9090","293","8837"," 　花　 蓮　 縣","46","129","3","105","109","33776","1","1745","676","3600",
" 　澎　 湖　 縣","1160","29724","299","2053","440","3034","38","665","118","2985"," 　澎　 湖　 縣","131","281","0","0","18","5190","1","14662","115","854",
" 　基　 隆　 市","4952","105641","1246","16942","2592","18705","130","4038","143","5979"," 　基　 隆　 市","65","174","1","29","165","53970","1","1741","609","4063",
" 　新　 竹　 市","10263","368197","2708","215101","5802","77967","280","6884","146","10990"," 　新　 竹　 市","27","72","6","97","144","42536","1","6712","1149","7838",
" 　嘉　 義　 市","5681","117250","1191","15262","3221","22423","135","3453","105","5030"," 　嘉　 義　 市","0","0","4","127","145","62210","0","0","880","8745",
" 　金　 門　 縣","1069","21150","357","4083","465","3088","30","315","93","4288"," 　金　 門　 縣","18","37","0","0","16","3640","1","5163","89","536",
" 　連　 江　 縣","222","2744","93","652","44","209","5","35","48","853"," 　連　 江　 縣","9","19","0","0","2","544","1","352","20","80",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國108年 4月12日","  編製",
