"  18","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","",""
"","","","","  中華民國107年 1月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","554180","10283611","158347","3224775","317635","3497264","12652","321768","8409","386043"
" 　新　 北　 市","97743","1437178","31979","466160","55389","502901","1922","41912","745","40604"
" 　臺　 北　 市","109360","2386253","12905","365038","80391","1384399","3536","88212","969","120791"
" 　桃　 園　 市","48658","932956","16333","443845","26882","264025","780","22263","587","24817"
" 　臺　 中　 市","87115","1215997","30730","476809","46325","391000","1303","30489","799","33360"
" 　臺　 南　 市","39002","760938","12960","293768","20401","166733","811","18744","665","27538"
" 　高　 雄　 市","60687","1114532","15699","338183","35848","322070","1276","32149","874","31538"
" 　宜　 蘭　 縣","6226","153989","1690","28297","2699","24103","214","5736","240","8042"
" 　新　 竹　 縣","10058","293094","3028","160389","5447","73649","250","10781","225","5817"
" 　苗　 栗　 縣","7624","157328","2934","62430","3248","28937","206","4824","300","6669"
" 　彰　 化　 縣","29066","442445","13768","201138","12110","83945","458","15399","434","11351"
" 　南　 投　 縣","5964","128950","1834","31885","2636","21639","203","4145","338","8054"
" 　雲　 林　 縣","7451","216098","2561","63077","3142","26160","242","5448","349","11405"
" 　嘉　 義　 縣","5236","112920","1917","37761","2309","22982","170","7705","267","6329"
" 　屏　 東　 縣","8996","206664","2340","35500","4466","34245","394","6115","442","10571"
" 　臺　 東　 縣","2841","43500","595","4277","1356","8959","126","4080","228","5234"
" 　花　 蓮　 縣","5254","90687","1357","14021","2630","19408","165","8913","294","7558"
" 　澎　 湖　 縣","1127","29779","276","2025","418","2747","35","608","118","2726"
" 　基　 隆　 市","4883","105692","1217","16565","2578","17506","128","3956","142","5394"
" 　新　 竹　 市","10048","313851","2622","164028","5701","75979","275","6524","146","9249"
" 　嘉　 義　 市","5576","117047","1161","14943","3161","22603","127","3413","103","4016"
" 　金　 門　 縣","1050","21031","348","3992","458","3095","26","318","96","4161"
" 　連　 江　 縣","215","2682","93","644","40","179","5","34","48","819"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""
"","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","",""
"","","","","  中華民國107年 1月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","1859","5382","127","8265","3873","2142376","39","277836","51239","419902"
" 　新　 北　 市","224","680","11","1034","305","305356","5","27722","7163","50809"
" 　臺　 北　 市","28","121","17","635","318","330796","0","0","11196","96261"
" 　桃　 園　 市","49","132","17","2103","276","140304","2","1527","3732","33940"
" 　臺　 中　 市","45","132","13","1691","374","218296","1","2039","7525","62181"
" 　臺　 南　 市","34","68","15","1168","324","154434","2","66381","3790","32104"
" 　高　 雄　 市","469","1283","5","493","546","308770","7","31461","5963","48585"
" 　宜　 蘭　 縣","450","1575","4","119","178","63157","2","17577","749","5383"
" 　新　 竹　 縣","17","54","5","54","111","33981","0","0","975","8369"
" 　苗　 栗　 縣","13","53","0","0","111","39080","2","7842","810","7493"
" 　彰　 化　 縣","19","52","6","172","174","96305","1","16046","2096","18037"
" 　南　 投　 縣","2","13","1","1","116","51690","1","4367","833","7156"
" 　雲　 林　 縣","42","78","5","150","175","71047","1","30968","934","7765"
" 　嘉　 義　 縣","14","33","1","17","67","17257","1","18052","490","2784"
" 　屏　 東　 縣","65","180","3","42","144","88930","5","19318","1137","11763"
" 　臺　 東　 縣","75","183","6","196","64","15058","3","3451","388","2062"
" 　花　 蓮　 縣","45","123","3","112","109","35347","1","1812","650","3393"
" 　澎　 湖　 縣","153","316","0","0","18","5495","1","15068","108","794"
" 　基　 隆　 市","63","189","0","0","160","56280","1","1710","594","4092"
" 　新　 竹　 市","26","70","8","110","142","43210","1","6890","1127","7791"
" 　嘉　 義　 市","0","0","6","167","143","63303","0","0","875","8602"
" 　金　 門　 縣","17","29","1","1","16","3736","1","5230","87","469"
" 　連　 江　 縣","9","18","0","0","2","544","1","375","17","69"
" 填表"," 審核","","","","  業務主管人員","","",""," 機關首長",""
"","","","","","  主辦統計人員","","","","",""
" 資料來源：  本局納保組及保費組。","","","","","","","","","",""
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國107年 3月14日","  編製"
