"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國107年 5月底","","","","",""," 單位：個、人","","","","","  中華民國107年 5月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","556767","10321187","159433","3219960","318363","3471729","12820","324373","8422","457470"," 總　　　　　計","1855","5295","280","15913","3885","2129930","39","275859","51670","420658",
" 　新　 北　 市","97960","1440719","32045","463515","55475","502384","1929","42580","749","48466"," 　新　 北　 市","225","689","22","1388","305","303255","5","27510","7205","50932",
" 　臺　 北　 市","109746","2387435","13013","364632","80486","1373076","3581","87862","967","136616"," 　臺　 北　 市","30","124","31","1602","318","327618","0","0","11320","95905",
" 　桃　 園　 市","48990","936338","16494","443975","26959","260347","788","22484","589","31685"," 　桃　 園　 市","54","129","20","2408","277","139725","2","1514","3807","34071",
" 　臺　 中　 市","87547","1222948","30907","478871","46508","386107","1346","30755","796","42480"," 　臺　 中　 市","44","126","26","2459","376","217931","1","1997","7543","62222",
" 　臺　 南　 市","39238","763651","13016","291615","20527","166408","817","18711","672","32857"," 　臺　 南　 市","31","64","24","1470","325","154195","2","66151","3824","32180",
" 　高　 雄　 市","60911","1117698","15871","337813","35867","318681","1273","32465","873","38438"," 　高　 雄　 市","459","1269","27","1487","548","307592","7","31094","5986","48859",
" 　宜　 蘭　 縣","6293","153815","1709","28020","2713","23683","217","5715","240","9088"," 　宜　 蘭　 縣","453","1518","13","700","179","62402","2","17299","767","5390",
" 　新　 竹　 縣","10161","294257","3074","159817","5478","73905","261","11046","225","6840"," 　新　 竹　 縣","18","53","8","179","111","34068","0","0","986","8349",
" 　苗　 栗　 縣","7676","156996","2974","62104","3249","27747","207","4937","300","7533"," 　苗　 栗　 縣","14","58","4","105","110","38968","2","7796","816","7748",
" 　彰　 化　 縣","29174","444085","13833","201039","12115","83085","472","15448","433","14174"," 　彰　 化　 縣","21","52","16","531","176","95804","1","15911","2107","18041",
" 　南　 投　 縣","6018","130326","1838","31889","2658","21394","211","4615","339","9030"," 　南　 投　 縣","2","12","14","619","116","51310","1","4387","839","7070",
" 　雲　 林　 縣","7506","217602","2613","63486","3141","26627","248","5572","349","12384"," 　雲　 林　 縣","42","77","10","356","175","70504","1","30807","927","7789",
" 　嘉　 義　 縣","5266","114186","1939","37789","2307","22797","167","7688","266","7961"," 　嘉　 義　 縣","14","33","4","146","67","17072","1","17908","501","2792",
" 　屏　 東　 縣","9088","209695","2380","35747","4473","34137","400","6224","444","13589"," 　屏　 東　 縣","71","200","18","646","143","88139","5","19181","1154","11832",
" 　臺　 東　 縣","2884","44355","599","4216","1373","8811","130","4200","229","5955"," 　臺　 東　 縣","75","187","9","493","64","15021","3","3397","402","2075",
" 　花　 蓮　 縣","5295","91098","1361","13886","2640","18584","171","8990","295","8897"," 　花　 蓮　 縣","46","123","12","583","109","34805","1","1792","660","3438",
" 　澎　 湖　 縣","1144","30614","290","2146","429","2938","36","624","118","3463"," 　澎　 湖　 縣","137","273","2","31","18","5384","1","14940","113","815",
" 　基　 隆　 市","4919","106929","1246","16703","2569","18719","127","3937","143","5956"," 　基　 隆　 市","67","185","3","73","163","55475","1","1742","600","4139",
" 　新　 竹　 市","10110","316266","2636","162949","5736","76695","278","6783","146","11834"," 　新　 竹　 市","26","72","11","229","143","43067","1","6830","1133","7807",
" 　嘉　 義　 市","5568","118050","1154","15072","3160","22338","130","3427","104","4862"," 　嘉　 義　 市","0","0","5","378","144","63317","0","0","871","8656",
" 　金　 門　 縣","1051","21375","347","4017","457","3082","26","275","96","4502"," 　金　 門　 縣","17","31","1","30","16","3727","1","5235","90","476",
" 　連　 江　 縣","222","2749","94","659","43","184","5","35","49","860"," 　連　 江　 縣","9","20","0","0","2","551","1","368","19","72",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國107年 7月13日","  編製",
