"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國107年 6月底","","","","",""," 單位：個、人","","","","","  中華民國107年 6月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","557450","10273513","159684","3225265","318598","3470650","12858","324203","8404","409623"," 總　　　　　計","1842","5249","315","16227","3889","2127472","39","275308","51821","419516",
" 　新　 北　 市","98088","1435292","32050","464613","55583","502414","1930","42545","746","42411"," 　新　 北　 市","227","692","21","1329","305","302972","5","27453","7221","50863",
" 　臺　 北　 市","109772","2372582","13008","363448","80471","1371079","3578","87807","966","126277"," 　臺　 北　 市","30","120","33","1535","318","327179","0","0","11368","95137",
" 　桃　 園　 市","49077","933428","16545","444789","26960","260698","795","22382","589","27178"," 　桃　 園　 市","54","126","34","2822","278","139878","2","1502","3820","34053",
" 　臺　 中　 市","87717","1219985","30972","479660","46569","387024","1360","30770","796","37865"," 　臺　 中　 市","46","127","35","2729","376","217781","1","1994","7562","62035",
" 　臺　 南　 市","39310","758782","13067","292035","20540","166279","816","18672","667","28369"," 　臺　 南　 市","32","66","24","1233","325","153991","2","65955","3837","32182",
" 　高　 雄　 市","60991","1111865","15896","338156","35906","318295","1281","32492","873","33170"," 　高　 雄　 市","452","1233","27","1527","548","307275","7","30972","6001","48745",
" 　宜　 蘭　 縣","6295","153067","1713","28251","2710","23798","216","5776","240","8319"," 　宜　 蘭　 縣","453","1522","15","386","179","62385","2","17234","767","5396",
" 　新　 竹　 縣","10171","252046","3080","117462","5473","74274","263","11268","225","6286"," 　新　 竹　 縣","18","52","12","275","112","34089","0","0","988","8340",
" 　苗　 栗　 縣","7679","156227","2972","62261","3246","27650","208","4902","300","6958"," 　苗　 栗　 縣","14","58","6","140","110","38717","2","7803","821","7738",
" 　彰　 化　 縣","29193","442206","13844","202027","12113","82409","474","15518","433","12034"," 　彰　 化　 縣","21","56","20","623","176","95645","1","15892","2111","18002",
" 　南　 投　 縣","6043","129373","1844","32066","2670","21443","214","4237","336","8319"," 　南　 投　 縣","2","12","17","719","117","51081","1","4401","842","7095",
" 　雲　 林　 縣","7526","217440","2622","63589","3150","27102","248","5584","349","11701"," 　雲　 林　 縣","41","72","12","363","176","70463","1","30786","927","7780",
" 　嘉　 義　 縣","5269","113104","1945","38014","2302","22762","170","7706","263","6820"," 　嘉　 義　 縣","14","32","4","119","67","16967","1","17876","503","2808",
" 　屏　 東　 縣","9099","207909","2385","35854","4479","33912","401","6281","443","11856"," 　屏　 東　 縣","68","199","16","741","143","88048","5","19156","1159","11862",
" 　臺　 東　 縣","2888","43988","596","4348","1383","8780","131","4205","229","5533"," 　臺　 東　 縣","69","164","8","526","64","14944","3","3392","405","2096",
" 　花　 蓮　 縣","5290","90041","1358","13843","2639","18825","172","9014","294","7884"," 　花　 蓮　 縣","47","126","9","289","109","34817","1","1797","661","3446",
" 　澎　 湖　 縣","1146","30281","291","2166","432","2931","36","623","118","3178"," 　澎　 湖　 縣","135","271","1","7","18","5382","1","14912","114","811",
" 　基　 隆　 市","4935","106723","1250","16792","2581","18796","124","3945","143","5579"," 　基　 隆　 市","69","194","3","65","163","55454","1","1755","601","4143",
" 　新　 竹　 市","10109","358021","2643","206363","5731","76651","279","6738","145","10324"," 　新　 竹　 市","24","74","10","236","143","43007","1","6830","1133","7798",
" 　嘉　 義　 市","5585","117245","1160","14858","3166","22335","130","3418","104","4293"," 　嘉　 義　 市","0","0","8","563","144","63130","0","0","873","8648",
" 　金　 門　 縣","1047","21151","348","4000","452","3007","27","284","96","4413"," 　金　 門　 縣","18","34","0","0","16","3713","1","5234","89","466",
" 　連　 江　 縣","220","2757","95","670","42","186","5","36","49","856"," 　連　 江　 縣","8","19","0","0","2","554","1","364","18","72",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國107年 8月14日","  編製",
