"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國107年10月底","","","","",""," 單位：個、人","","","","","  中華民國107年10月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","561550","10434455","161213","3268706","320477","3528788","13085","333990","8412","467952"," 總　　　　　計","1868","5516","272","14897","3901","2111242","39","273263","52283","430101",
" 　新　 北　 市","98643","1457020","32228","469347","55857","511957","1959","43984","748","49603"," 　新　 北　 市","241","780","19","1584","305","300414","5","27230","7281","52121",
" 　臺　 北　 市","110392","2418364","13162","370586","80826","1396812","3607","89438","964","138459"," 　臺　 北　 市","29","121","39","1769","319","323229","0","0","11446","97950",
" 　桃　 園　 市","49466","948515","16728","454889","27128","260441","813","23344","591","32436"," 　桃　 園　 市","54","140","18","2082","278","139012","2","1496","3854","34675",
" 　臺　 中　 市","88616","1246698","31284","488268","47027","395373","1401","32048","796","44065"," 　臺　 中　 市","46","137","34","2653","378","218220","1","1979","7649","63955",
" 　臺　 南　 市","39608","767326","13172","291563","20682","169027","835","19062","667","34170"," 　臺　 南　 市","30","76","22","1388","325","153301","2","65669","3873","33070",
" 　高　 雄　 市","61354","1128506","16121","344126","35993","323772","1299","33352","874","39049"," 　高　 雄　 市","448","1269","28","1642","551","304808","7","30551","6033","49937",
" 　宜　 蘭　 縣","6351","154965","1722","28384","2727","24569","221","5888","239","9550"," 　宜　 蘭　 縣","461","1632","8","682","181","61719","2","16996","790","5545",
" 　新　 竹　 縣","10324","254595","3125","117025","5563","76113","267","11574","226","6970"," 　新　 竹　 縣","18","52","11","172","111","33964","0","0","1003","8725",
" 　苗　 栗　 縣","7736","155723","2992","60590","3264","28029","215","5024","301","7757"," 　苗　 栗　 縣","13","53","4","81","111","38431","2","7795","834","7963",
" 　彰　 化　 縣","29377","447759","13917","203718","12203","83978","482","15890","431","14609"," 　彰　 化　 縣","19","50","16","508","176","94886","1","15789","2132","18331",
" 　南　 投　 縣","6084","130530","1864","32441","2683","21373","218","4708","338","9261"," 　南　 投　 縣","2","8","11","400","117","50741","1","4418","850","7180",
" 　雲　 林　 縣","7648","218568","2668","64945","3195","26861","256","5768","349","12537"," 　雲　 林　 縣","45","81","7","176","177","69606","1","30644","950","7950",
" 　嘉　 義　 縣","5328","113886","1978","38464","2321","21654","172","7818","264","8395"," 　嘉　 義　 縣","17","32","4","67","67","16865","1","17711","504","2880",
" 　屏　 東　 縣","9140","210153","2409","36684","4480","34348","421","6730","444","14004"," 　屏　 東　 縣","69","188","10","171","143","87163","5","18963","1159","11902",
" 　臺　 東　 縣","2895","44429","599","4286","1383","8960","132","4358","229","6150"," 　臺　 東　 縣","73","168","6","210","64","14766","3","3359","406","2172",
" 　花　 蓮　 縣","5332","92104","1383","14032","2635","19015","181","9566","295","9138"," 　花　 蓮　 縣","47","125","12","620","109","34350","1","1756","669","3502",
" 　澎　 湖　 縣","1174","30442","304","2103","444","2965","36","636","118","3513"," 　澎　 湖　 縣","140","301","1","7","18","5266","1","14832","112","819",
" 　基　 隆　 市","4959","107233","1248","17232","2598","19045","125","4015","143","6049"," 　基　 隆　 市","65","183","4","135","164","54641","1","1738","611","4195",
" 　新　 竹　 市","10204","365072","2689","210286","5763","78599","280","6970","146","11502"," 　新　 竹　 市","26","74","11","219","144","42792","1","6760","1144","7870",
" 　嘉　 義　 市","5642","118328","1177","15006","3202","22563","132","3462","105","5327"," 　嘉　 義　 市","0","0","7","331","145","62835","0","0","874","8804",
" 　金　 門　 縣","1057","21450","349","4073","460","3118","28","318","95","4526"," 　金　 門　 縣","18","31","0","0","16","3687","1","5215","90","482",
" 　連　 江　 縣","220","2789","94","658","43","216","5","37","49","882"," 　連　 江　 縣","7","15","0","0","2","546","1","362","19","73",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國107年12月13日","  編製",
