"  18","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","",""
"","","","","  中華民國106年 7月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","550103","10203519","156880","3185444","315674","3468947","12428","314711","8383","348188"
" 　新　 北　 市","97244","1420324","31970","461906","54993","495007","1889","39985","746","33708"
" 　臺　 北　 市","109054","2373732","12764","361404","80321","1378599","3472","87151","972","114250"
" 　桃　 園　 市","47998","919371","16057","432800","26548","264688","750","21629","586","21352"
" 　臺　 中　 市","86221","1199944","30471","470368","45828","385366","1277","29582","791","29302"
" 　臺　 南　 市","38571","759231","12823","294069","20188","165217","799","18469","657","24643"
" 　高　 雄　 市","60274","1109128","15457","333892","35707","320094","1248","31296","874","27600"
" 　宜　 蘭　 縣","6151","154365","1673","27696","2674","23872","213","5603","238","7508"
" 　新　 竹　 縣","9985","286608","3014","158386","5416","70433","246","10969","223","4843"
" 　苗　 栗　 縣","7539","155193","2890","61280","3212","28057","202","4816","298","5843"
" 　彰　 化　 縣","28876","439923","13667","199493","12042","83247","458","15175","435","9642"
" 　南　 投　 縣","5911","129315","1821","31701","2601","21719","202","4287","336","7182"
" 　雲　 林　 縣","7349","214142","2503","61448","3104","25916","235","5293","360","9679"
" 　嘉　 義　 縣","5200","112076","1891","37390","2312","22654","169","7433","253","5881"
" 　屏　 東　 縣","8937","207938","2333","35356","4425","34403","397","6099","441","10226"
" 　臺　 東　 縣","2830","43481","598","4279","1350","9056","127","4049","224","4672"
" 　花　 蓮　 縣","5264","90812","1343","13761","2647","19902","164","8392","292","6817"
" 　澎　 湖　 縣","1127","30434","278","2089","415","2681","30","577","118","3075"
" 　基　 隆　 市","4841","106048","1193","16677","2585","17425","122","3877","143","4847"
" 　新　 竹　 市","9975","310634","2569","161870","5682","74981","271","6320","149","8822"
" 　嘉　 義　 市","5519","117352","1143","15058","3128","22404","127","3371","103","3589"
" 　金　 門　 縣","1025","20817","333","3912","454","3035","25","309","96","3932"
" 　連　 江　 縣","212","2651","89","609","42","191","5","29","48","775"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""
"","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","",""
"","","","","  中華民國106年 7月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","1803","5007","298","15927","3849","2171217","39","281474","50749","412604"
" 　新　 北　 市","219","615","20","1360","305","309632","5","28097","7097","50014"
" 　臺　 北　 市","27","107","30","1248","318","336952","0","0","11150","94021"
" 　桃　 園　 市","52","120","26","2507","275","141197","2","1561","3702","33517"
" 　臺　 中　 市","48","131","30","2571","372","219885","1","2094","7403","60645"
" 　臺　 南　 市","29","90","26","1684","326","156511","2","67011","3721","31537"
" 　高　 雄　 市","464","1237","25","1610","542","313206","7","32180","5950","48013"
" 　宜　 蘭　 縣","432","1468","12","516","178","64413","2","17982","729","5307"
" 　新　 竹　 縣","14","43","11","282","110","33583","0","0","951","8069"
" 　苗　 栗　 縣","13","49","6","112","109","39716","2","7883","807","7437"
" 　彰　 化　 縣","20","50","22","707","171","97618","1","16264","2060","17727"
" 　南　 投　 縣","1","6","13","533","114","52358","1","4378","822","7151"
" 　雲　 林　 縣","33","55","15","390","174","72439","1","31210","924","7712"
" 　嘉　 義　 縣","13","28","4","95","68","17508","1","18340","489","2747"
" 　屏　 東　 縣","61","161","14","627","143","89953","5","19513","1118","11600"
" 　臺　 東　 縣","67","145","9","386","62","15300","3","3538","390","2056"
" 　花　 蓮　 縣","46","118","14","589","108","36000","1","1879","649","3354"
" 　澎　 湖　 縣","155","306","1","6","18","5684","1","15207","111","809"
" 　基　 隆　 市","58","160","2","54","155","57224","1","1714","582","4070"
" 　新　 竹　 市","27","66","9","188","141","43632","1","6968","1126","7787"
" 　嘉　 義　 市","0","0","9","462","142","64008","0","0","867","8460"
" 　金　 門　 縣","15","30","0","0","16","3836","1","5271","85","492"
" 　連　 江　 縣","9","22","0","0","2","562","1","384","16","79"
" 填表"," 審核","","","","  業務主管人員","","",""," 機關首長",""
"","","","","","  主辦統計人員","","","","",""
" 資料來源：  本局納保組及保費組。","","","","","","","","","",""
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國106年 9月14日","  編製"
