"  50","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)","","","","","","",""
"","","","","  中華民國101年 9月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","511566","9877890","140988","2818700","300573","3160897","11239","273875","8464","389233"
" 　新　 北　 市","92265","1405793","30884","426296","52521","460836","1671","32637","738","41458"
" 　臺　 北　 市","104719","2279414","10991","313272","79028","1264382","3280","79515","989","122060"
" 　臺　 中　 市","78738","1104589","27762","414237","41989","337276","1118","24924","790","32929"
" 　臺　 南　 市","35472","721606","11471","260254","18792","146597","776","17188","684","27490"
" 　高　 雄　 市","56749","1097340","13145","286941","35177","302524","1084","26722","865","32882"
" 　宜　 蘭　 縣","5177","162784","1428","24846","2411","19696","199","4811","246","7677"
" 　桃　 園　 縣","42641","858973","13666","384279","24296","240982","602","18578","565","24664"
" 　新　 竹　 縣","8289","238792","2463","120263","4538","57476","195","9572","221","5622"
" 　苗　 栗　 縣","7018","165240","2564","61903","3112","26260","177","4516","297","7560"
" 　彰　 化　 縣","27204","420055","12786","174403","11480","71989","426","12920","443","12024"
" 　南　 投　 縣","5492","135466","1640","28343","2395","18388","198","3353","356","8525"
" 　雲　 林　 縣","6469","219919","2070","53732","2768","24487","203","4275","359","10182"
" 　嘉　 義　 縣","4802","105763","1756","33865","2113","17039","139","6689","272","6340"
" 　屏　 東　 縣","8076","210386","1883","28704","4157","28864","384","5319","455","11273"
" 　臺　 東　 縣","2543","44414","465","3181","1310","7865","101","3270","227","4918"
" 　花　 蓮　 縣","4881","95689","1157","12956","2540","18031","163","7451","297","7512"
" 　澎　 湖　 縣","946","29801","230","1537","416","1972","26","529","125","2906"
" 　基　 隆　 市","4604","123785","981","15479","2669","17962","118","3292","144","5691"
" 　新　 竹　 市","9286","309999","2318","154649","5417","74601","228","5049","144","9605"
" 　嘉　 義　 市","5167","126622","992","15444","3019","21206","126","3019","106","4184"
" 　金　 門　 縣","856","18838","271","3510","387","2318","21","225","96","3053"
" 　連　 江　 縣","172","2622","65","606","38","146","4","21","45","678"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)(續1）  ˉ","","","","","","",""
"","","","","  中華民國101年 9月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","684","2163","316","16248","3681","2552561","39","296711","45582","367502"
" 　新　 北　 市","77","227","23","1326","283","368911","5","30146","6063","43956"
" 　臺　 北　 市","13","53","38","2063","305","413005","0","0","10075","85064"
" 　臺　 中　 市","7","17","33","2455","358","237781","1","2550","6680","52420"
" 　臺　 南　 市","12","29","24","1462","319","179957","2","62735","3392","25894"
" 　高　 雄　 市","418","1352","27","1745","521","361106","7","40435","5505","43633"
" 　宜　 蘭　 縣","49","205","14","581","169","81380","2","18907","659","4681"
" 　桃　 園　 縣","14","33","30","2678","263","156327","2","1847","3203","29585"
" 　新　 竹　 縣","5","12","12","448","96","38685","0","0","759","6714"
" 　苗　 栗　 縣","5","34","6","202","111","49962","2","7738","744","7065"
" 　彰　 化　 縣","1","3","19","527","159","113825","1","17912","1889","16452"
" 　南　 投　 縣","0","0","13","400","117","65240","1","4476","772","6741"
" 　雲　 林　 縣","6","9","9","249","168","87828","1","32106","885","7051"
" 　嘉　 義　 縣","0","0","5","122","64","19532","1","19607","452","2569"
" 　屏　 東　 縣","5","9","15","470","134","103864","5","20848","1038","11035"
" 　臺　 東　 縣","3","9","10","464","63","18608","3","4192","361","1907"
" 　花　 蓮　 縣","4","13","13","419","99","44348","1","1935","607","3024"
" 　澎　 湖　 縣","35","74","1","6","17","7115","1","15008","95","654"
" 　基　 隆　 市","13","42","4","104","145","75215","1","2180","529","3820"
" 　新　 竹　 市","13","33","11","304","132","49974","1","8669","1022","7115"
" 　嘉　 義　 市","0","0","7","182","142","74982","0","0","775","7605"
" 　金　 門　 縣","3","5","2","41","14","4294","1","5025","61","367"
" 　連　 江　 縣","1","4","0","0","2","622","1","395","16","150"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
"  月　　　報"," 每月終了後45日內編報","","","","","","","  表　　號","  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (行業別)(續2)  ˉ","","","","","","",""
"","","","","  中華民國101年 9月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　  計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
"  行　業　別"," 單  位","  人　數","  單  位","  人　數","  單  位"," 人　數"," 單  位"," 人　數","  單  位","  人　數"
" 總　　　　　　　　　　計","511566","9877890","140988","2818700","300573","3160897","11239","273875","8464","389233"
" 　農、林、漁、牧業","1684","378865","744","9974","56","332","45","370","8","229"
" 　礦業及土石採取業","419","4605","411","4118","6","39","0","0","0","0"
" 　製造業","101622","3026229","97744","2305854","3042","140127","35","581","0","0"
" 　電力及燃氣供應業","252","24562","198","21370","49","1801","0","0","0","0"
" 　用水供應及污染整治業","3639","57059","1840","14494","1746","26365","9","62","17","1985"
" 　營造業","44810","728702","24757","160067","19723","149093","8","36","21","938"
" 　批發及零售業","195691","1669786","1004","30413","193600","1533005","638","3857","156","821"
" 　運輸及倉儲業","9940","451845","6135","141383","3362","61932","30","314","15","6076"
" 　住宿及餐飲業","15906","451982","14","9312","15742","245843","19","401","11","236"
" 　資訊及通訊傳播業","9991","235703","148","34315","8185","144295","1561","20824","6","150"
" 　金融及保險業","7050","368192","13","27","6037","270421","67","14320","656","42785"
" 　不動產業","12264","127992","74","1823","12020","92373","7","784","4","102"
" 　專業、科學及技術服務業","30987","348259","105","9505","20196","200043","143","17741","87","8411"
" 　支援服務業","13138","347721","3664","41129","8217","220745","42","1097","0","0"
" 　公共行政及國防；強制性","2747","139471","23","10758","0","0","2","49","2649","127503"
" 　社會安全","","","","","","","","","",""
" 　教育服務業","14094","253930","7","329","162","3073","84","2167","4166","146213"
" 　醫療保健及社會工作服務業","25551","407191","0","0","1890","5846","6014","168465","540","47866"
" 　藝術、娛樂及休閒服務業","2385","93719","271","2555","1552","26154","295","1681","91","4741"
" 　其他服務業","19396","762077","3836","21274","4988","39410","2240","41126","37","1177"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
