"  50","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)","","","","","","",""
"","","","","  中華民國101年 2月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","505017","9690013","138308","2758051","297343","3065646","11168","266535","8519","378416"
" 　新　 北　 市","91148","1379879","30622","418877","51810","446953","1661","31482","742","41212"
" 　臺　 北　 市","103703","2238151","10678","306345","78520","1234979","3257","77970","995","118893"
" 　臺　 中　 市","77399","1067883","27232","402323","41256","319350","1116","24097","794","31788"
" 　臺　 南　 市","35105","708086","11300","254175","18637","143282","765","16839","680","25706"
" 　高　 雄　 市","56052","1079347","12778","279163","34966","295267","1066","25500","871","32012"
" 　宜　 蘭　 縣","5074","161673","1407","24057","2372","18487","196","4710","246","7751"
" 　桃　 園　 縣","41846","844474","13333","380976","23866","233005","591","18219","567","24309"
" 　新　 竹　 縣","8144","230440","2390","115540","4441","54383","190","9254","222","5465"
" 　苗　 栗　 縣","6932","164676","2511","62070","3068","25575","183","4381","298","7689"
" 　彰　 化　 縣","26846","411528","12597","170111","11333","69659","429","12759","443","11448"
" 　南　 投　 縣","5411","134264","1616","28078","2349","17515","199","3334","354","8379"
" 　雲　 林　 縣","6320","216388","1954","51784","2729","23294","205","4157","360","9696"
" 　嘉　 義　 縣","4733","103819","1723","33207","2085","16556","135","6455","274","6077"
" 　屏　 東　 縣","7999","207320","1826","27926","4129","27764","398","5234","462","10443"
" 　臺　 東　 縣","2531","43441","439","3170","1298","7651","103","3124","243","4377"
" 　花　 蓮　 縣","4861","95287","1132","12761","2549","17615","158","7337","299","7780"
" 　澎　 湖　 縣","942","29398","214","1513","421","1895","26","504","127","2655"
" 　基　 隆　 市","4609","125071","959","15635","2698","17955","119","3151","146","6018"
" 　新　 竹　 市","9207","302628","2289","150950","5377","71450","220","4908","146","9193"
" 　嘉　 義　 市","5157","125396","989","15375","3022","20696","127","2900","106","3936"
" 　金　 門　 縣","827","18259","256","3421","382","2178","20","200","97","2922"
" 　連　 江　 縣","171","2605","63","594","35","137","4","20","47","667"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)(續1）  ˉ","","","","","","",""
"","","","","  中華民國101年 2月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","676","2167","116","7026","3629","2554318","39","297320","45219","360534"
" 　新　 北　 市","82","226","11","644","273","367396","5","30257","5942","42832"
" 　臺　 北　 市","14","73","16","747","302","415788","0","0","9921","83356"
" 　臺　 中　 市","5","15","11","1553","357","234910","1","2598","6627","51249"
" 　臺　 南　 市","12","22","11","864","318","180026","2","61793","3380","25379"
" 　高　 雄　 市","426","1374","9","629","510","361286","7","41355","5419","42761"
" 　宜　 蘭　 縣","23","178","2","60","166","82866","2","18883","660","4681"
" 　桃　 園　 縣","15","29","15","1598","260","155309","2","1865","3197","29164"
" 　新　 竹　 縣","4","13","5","30","94","38924","0","0","798","6831"
" 　苗　 栗　 縣","4","35","0","0","108","50224","2","7745","758","6957"
" 　彰　 化　 縣","1","5","4","100","156","113170","1","18040","1882","16236"
" 　南　 投　 縣","0","0","4","29","115","65765","1","4425","773","6739"
" 　雲　 林　 縣","5","10","4","92","165","88353","1","32099","897","6903"
" 　嘉　 義　 縣","0","0","2","20","63","19361","1","19633","450","2510"
" 　屏　 東　 縣","5","11","6","138","129","103988","5","21043","1039","10773"
" 　臺　 東　 縣","4","13","7","285","63","18716","3","4270","371","1835"
" 　花　 蓮　 縣","3","12","3","95","99","44731","1","1940","617","3016"
" 　澎　 湖　 縣","43","84","0","0","17","7228","1","14877","93","642"
" 　基　 隆　 市","16","32","0","0","145","76242","1","2220","525","3818"
" 　新　 竹　 市","10","27","3","51","131","50148","1","8921","1030","6980"
" 　嘉　 義　 市","0","0","3","91","142","75025","0","0","768","7373"
" 　金　 門　 縣","2","4","0","0","14","4224","1","4963","55","347"
" 　連　 江　 縣","2","4","0","0","2","638","1","393","17","152"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
"  月　　　報"," 每月終了後45日內編報","","","","","","","  表　　號","  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (行業別)(續2)  ˉ","","","","","","",""
"","","","","  中華民國101年 2月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　  計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
"  行　業　別"," 單  位","  人　數","  單  位","  人　數","  單  位"," 人　數"," 單  位"," 人　數","  單  位","  人　數"
" 總　　　　　　　　　　計","505017","9690013","138308","2758051","297343","3065646","11168","266535","8519","378416"
" 　農、林、漁、牧業","1661","379401","733","9527","54","330","44","382","8","218"
" 　礦業及土石採取業","428","4694","421","4205","5","34","0","0","0","0"
" 　製造業","101430","2987445","97529","2265402","3068","137808","36","582","0","0"
" 　電力及燃氣供應業","246","24537","192","21370","49","1771","0","0","0","0"
" 　用水供應及污染整治業","3568","56597","1743","13992","1771","26349","9","58","18","1891"
" 　營造業","44135","729452","23618","155541","20188","150709","8","35","21","987"
" 　批發及零售業","194019","1627500","992","31242","191950","1493216","633","3806","157","844"
" 　運輸及倉儲業","9788","447839","5928","135751","3420","61369","30","315","15","5832"
" 　住宿及餐飲業","14810","428382","13","7972","14650","224150","19","381","11","227"
" 　資訊及通訊傳播業","9755","228005","149","33830","7969","138109","1541","20684","6","151"
" 　金融及保險業","6984","365942","11","20","5971","268251","68","14435","657","42718"
" 　不動產業","11730","123193","73","1799","11490","88211","7","783","4","104"
" 　專業、科學及技術服務業","30318","337059","96","9451","19707","192139","136","17164","88","8170"
" 　支援服務業","12840","331149","3224","36253","8390","211193","49","1026","0","0"
" 　公共行政及國防；強制性","2798","141409","25","10668","0","0","3","61","2698","129548"
" 　社會安全","","","","","","","","","",""
" 　教育服務業","13808","231021","7","344","156","2489","30","1443","4155","135291"
" 　醫療保健及社會工作服務業","25149","392793","0","0","1761","5428","6083","163405","553","46468"
" 　藝術、娛樂及休閒服務業","2318","91763","176","1693","1583","25570","294","1671","91","4818"
" 　其他服務業","19232","761832","3378","18991","5161","38520","2178","40304","37","1149"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
