"  50","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)","","","","","","",""
"","","","","  中華民國101年 1月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","504209","9660336","138010","2760154","297054","3073270","11162","265498","8500","342709"
" 　新　 北　 市","91024","1376235","30595","420062","51718","446933","1661","31247","742","37052"
" 　臺　 北　 市","103593","2234862","10643","305873","78477","1238074","3258","77978","997","113147"
" 　臺　 中　 市","77241","1063940","27178","402878","41171","320158","1119","23932","793","26763"
" 　臺　 南　 市","35049","703993","11276","254524","18626","143373","767","16805","670","21763"
" 　高　 雄　 市","55988","1074195","12733","278946","34991","295773","1060","25410","870","27192"
" 　宜　 蘭　 縣","5065","161521","1401","24030","2366","18902","196","4678","245","7132"
" 　桃　 園　 縣","41783","843106","13328","382082","23831","234090","588","18088","566","21612"
" 　新　 竹　 縣","8115","229953","2383","115892","4430","54143","189","9259","222","4983"
" 　苗　 栗　 縣","6920","163615","2505","62118","3067","25797","184","4262","298","6609"
" 　彰　 化　 縣","26813","410032","12572","169953","11319","69633","427","12751","443","10056"
" 　南　 投　 縣","5410","133738","1615","28031","2352","17628","198","3302","353","7743"
" 　雲　 林　 縣","6287","215287","1939","51202","2723","23398","205","4139","360","9079"
" 　嘉　 義　 縣","4726","103004","1717","33200","2089","16546","135","6486","271","5299"
" 　屏　 東　 縣","7993","206109","1824","27529","4132","28162","394","5188","461","9217"
" 　臺　 東　 縣","2531","43171","434","3174","1309","7750","102","3134","241","4132"
" 　花　 蓮　 縣","4844","94906","1127","12772","2536","17715","158","7335","298","7319"
" 　澎　 湖　 縣","909","29239","214","1492","423","1897","27","499","127","2600"
" 　基　 隆　 市","4607","125077","949","15623","2704","18189","121","3159","146","5586"
" 　新　 竹　 市","9173","302288","2281","151430","5354","71602","222","4718","146","8416"
" 　嘉　 義　 市","5144","125361","980","15336","3019","21183","127","2910","106","3555"
" 　金　 門　 縣","824","18152","255","3433","380","2185","20","198","98","2798"
" 　連　 江　 縣","170","2552","61","574","37","139","4","20","47","656"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)(續1）  ˉ","","","","","","",""
"","","","","  中華民國101年 1月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","645","2160","123","6198","3621","2553328","39","296927","45055","360092"
" 　新　 北　 市","90","240","11","557","273","367111","5","30239","5929","42794"
" 　臺　 北　 市","13","71","13","363","300","415888","0","0","9892","83468"
" 　臺　 中　 市","5","15","17","1606","357","234719","1","2607","6600","51262"
" 　臺　 南　 市","10","22","12","903","318","179948","2","61361","3368","25294"
" 　高　 雄　 市","420","1368","12","646","510","361029","7","41422","5385","42409"
" 　宜　 蘭　 縣","23","194","3","67","166","82951","2","18878","663","4689"
" 　桃　 園　 縣","16","35","12","1315","259","154943","2","1878","3181","29063"
" 　新　 竹　 縣","4","13","5","7","93","38896","0","0","789","6760"
" 　苗　 栗　 縣","4","35","0","0","107","50126","2","7752","753","6916"
" 　彰　 化　 縣","1","5","8","180","156","113086","1","18047","1886","16321"
" 　南　 投　 縣","0","0","6","117","115","65839","1","4347","770","6731"
" 　雲　 林　 縣","5","8","5","63","165","88348","1","32091","884","6959"
" 　嘉　 義　 縣","0","0","1","1","63","19326","1","19658","449","2488"
" 　屏　 東　 縣","5","13","6","130","129","103936","5","21054","1037","10880"
" 　臺　 東　 縣","5","14","4","137","63","18716","3","4284","370","1830"
" 　花　 蓮　 縣","3","12","2","3","99","44817","1","1938","620","2995"
" 　澎　 湖　 縣","7","25","0","0","17","7235","1","14846","93","645"
" 　基　 隆　 市","20","55","0","0","143","76445","1","2227","523","3793"
" 　新　 竹　 市","10","27","4","53","131","50128","1","8943","1024","6971"
" 　嘉　 義　 市","0","0","2","50","141","74969","0","0","769","7358"
" 　金　 門　 縣","2","4","0","0","14","4226","1","4964","54","344"
" 　連　 江　 縣","2","4","0","0","2","646","1","391","16","122"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
"  月　　　報"," 每月終了後45日內編報","","","","","","","  表　　號","  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (行業別)(續2)  ˉ","","","","","","",""
"","","","","  中華民國101年 1月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　  計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
"  行　業　別"," 單  位","  人　數","  單  位","  人　數","  單  位"," 人　數"," 單  位"," 人　數","  單  位","  人　數"
" 總　　　　　　　　　　計","504209","9660336","138010","2760154","297054","3073270","11162","265498","8500","342709"
" 　農、林、漁、牧業","1628","378928","733","9468","54","317","42","383","8","223"
" 　礦業及土石採取業","425","4722","418","4235","5","35","0","0","0","0"
" 　製造業","101418","2992209","97514","2269742","3072","138279","36","569","0","0"
" 　電力及燃氣供應業","245","24688","191","21511","49","1782","0","0","0","0"
" 　用水供應及污染整治業","3554","56076","1724","13819","1776","26055","9","61","18","1875"
" 　營造業","44081","727749","23478","154278","20270","150116","11","42","21","969"
" 　批發及零售業","193811","1632044","991","31515","191746","1497866","631","3808","157","850"
" 　運輸及倉儲業","9795","447985","5923","135558","3432","61597","31","323","15","5831"
" 　住宿及餐飲業","14732","430535","12","7942","14573","226557","19","385","11","240"
" 　資訊及通訊傳播業","9733","228079","149","33884","7939","137996","1550","20950","6","151"
" 　金融及保險業","6977","365348","12","21","5963","267494","68","14355","657","42953"
" 　不動產業","11681","123357","74","1813","11441","88398","7","781","4","98"
" 　專業、科學及技術服務業","30210","337524","96","9458","19643","192739","134","17182","88","8083"
" 　支援服務業","12784","329227","3154","35479","8407","210255","48","976","0","0"
" 　公共行政及國防；強制性","2790","140335","25","10588","0","0","3","61","2691","128567"
" 　社會安全","","","","","","","","","",""
" 　教育服務業","13785","194888","7","346","155","2528","30","1118","4149","100693"
" 　醫療保健及社會工作服務業","25080","391200","0","0","1751","5403","6075","162631","547","46162"
" 　藝術、娛樂及休閒服務業","2316","92635","167","1626","1585","26527","298","1653","92","4845"
" 　其他服務業","19164","762807","3342","18871","5193","39326","2170","40220","36","1169"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
