"  50","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)","","","","","","",""
"","","","","  中華民國100年10月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","502388","9714409","137090","2764155","296251","3071710","11077","266288","8495","385534"
" 　新　 北　 市","90748","1378705","30493","418195","51656","447717","1644","31413","742","41308"
" 　臺　 北　 市","103508","2248231","10581","310752","78445","1237897","3243","77933","1008","120005"
" 　臺　 中　 市","76761","1069907","27006","403111","40928","319363","1104","23875","776","32075"
" 　臺　 南　 市","34893","712627","11205","256582","18524","142985","759","16818","671","28952"
" 　高　 雄　 市","55868","1081380","12594","278203","34937","296690","1057","25580","869","32582"
" 　宜　 蘭　 縣","5068","162364","1401","24347","2362","18457","198","4673","246","7261"
" 　桃　 園　 縣","41496","847430","13195","382030","23716","235570","579","18006","563","23636"
" 　新　 竹　 縣","8000","230804","2358","116345","4372","54000","185","9394","222","5307"
" 　苗　 栗　 縣","6874","165413","2504","62918","3035","25755","181","4343","297","7367"
" 　彰　 化　 縣","26723","410602","12510","168375","11298","69526","419","12691","442","12279"
" 　南　 投　 縣","5371","135302","1598","27891","2325","17850","198","3317","352","8863"
" 　雲　 林　 縣","6240","213591","1894","50070","2715","21441","206","4318","360","10117"
" 　嘉　 義　 縣","4715","103372","1688","32735","2096","16034","137","6478","273","6685"
" 　屏　 東　 縣","7980","208611","1788","27539","4125","27773","396","5302","463","11934"
" 　臺　 東　 縣","2548","44246","430","3216","1321","7608","104","3144","242","4960"
" 　花　 蓮　 縣","4860","95594","1125","12739","2540","17572","155","7394","300","7247"
" 　澎　 湖　 縣","920","29921","204","1441","432","2068","26","504","126","3148"
" 　基　 隆　 市","4594","125831","949","15935","2697","18120","118","3133","146","5800"
" 　新　 竹　 市","9090","304104","2272","152260","5306","71858","219","4860","146","8782"
" 　嘉　 義　 市","5138","125984","977","15553","3006","21109","128","2910","105","3997"
" 　金　 門　 縣","824","17853","259","3364","378","2178","17","182","98","2580"
" 　連　 江　 縣","169","2537","59","554","37","139","4","20","48","649"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)(續1）  ˉ","","","","","","",""
"","","","","  中華民國100年10月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","527","1860","531","18712","3605","2549811","39","297584","44773","358755"
" 　新　 北　 市","23","65","42","1429","271","365890","5","30283","5872","42405"
" 　臺　 北　 市","11","55","43","2665","297","416232","0","0","9880","82692"
" 　臺　 中　 市","2","4","80","3847","354","233827","1","2627","6510","51178"
" 　臺　 南　 市","4","11","66","1764","316","179301","2","61175","3346","25039"
" 　高　 雄　 市","412","1359","73","1919","507","360397","7","41702","5412","42948"
" 　宜　 蘭　 縣","18","190","17","540","169","83315","2","18914","655","4667"
" 　桃　 園　 縣","8","17","42","2995","255","154185","2","1881","3136","29110"
" 　新　 竹　 縣","5","15","9","280","93","38833","0","0","756","6630"
" 　苗　 栗　 縣","3","35","4","89","106","50268","2","7781","742","6857"
" 　彰　 化　 縣","0","0","54","682","157","112845","1","18145","1842","16059"
" 　南　 投　 縣","0","0","9","332","115","65962","1","4313","773","6774"
" 　雲　 林　 縣","1","1","10","215","166","88277","1","32183","887","6969"
" 　嘉　 義　 縣","0","0","7","54","64","19163","1","19764","449","2459"
" 　屏　 東　 縣","5","13","16","322","129","103707","5","21087","1053","10934"
" 　臺　 東　 縣","3","12","11","324","63","18789","3","4315","371","1878"
" 　花　 蓮　 縣","3","12","16","709","99","44967","1","1939","621","3015"
" 　澎　 湖　 縣","7","24","8","17","17","7232","1","14833","99","654"
" 　基　 隆　 市","8","15","7","58","143","76779","1","2239","525","3752"
" 　新　 竹　 市","11","25","12","293","128","50088","1","9072","995","6866"
" 　嘉　 義　 市","0","0","5","178","140","74870","0","0","777","7367"
" 　金　 門　 縣","2","4","0","0","14","4243","1","4943","55","359"
" 　連　 江　 縣","1","3","0","0","2","641","1","388","17","143"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
"  月　　　報"," 每月終了後45日內編報","","","","","","","  表　　號","  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (行業別)(續2)  ˉ","","","","","","",""
"","","","","  中華民國100年10月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　  計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
"  行　業　別"," 單  位","  人　數","  單  位","  人　數","  單  位"," 人　數"," 單  位"," 人　數","  單  位","  人　數"
" 總　　　　　　　　　　計","502388","9714409","137090","2764155","296251","3071710","11077","266288","8495","385534"
" 　農、林、漁、牧業","1487","379397","709","9304","55","318","42","432","8","227"
" 　礦業及土石採取業","425","4819","418","4322","5","34","0","0","0","0"
" 　製造業","101455","3002437","97538","2279397","3083","138254","37","600","0","0"
" 　電力及燃氣供應業","242","24718","188","21551","49","1788","0","0","0","0"
" 　用水供應及污染整治業","3498","54652","1655","13680","1787","24618","10","67","18","1994"
" 　營造業","43889","731323","23093","154274","20460","152833","16","84","21","960"
" 　批發及零售業","193298","1626134","995","31823","191229","1493316","633","3787","158","850"
" 　運輸及倉儲業","9764","446955","5858","133688","3466","61839","30","272","16","5841"
" 　住宿及餐飲業","14387","422416","12","7594","14226","219940","20","373","11","250"
" 　資訊及通訊傳播業","9687","224850","154","33862","7892","135368","1545","20680","6","148"
" 　金融及保險業","6984","366522","12","20","5969","268939","67","14291","659","43026"
" 　不動產業","11528","123161","73","1808","11289","88614","7","782","4","96"
" 　專業、科學及技術服務業","30079","338634","92","9356","19489","194222","132","17584","88","8183"
" 　支援服務業","12666","333466","2966","33208","8497","217709","49","940","0","0"
" 　公共行政及國防；強制性","2772","146199","25","10666","0","0","3","63","2674","134225"
" 　社會安全","","","","","","","","","",""
" 　教育服務業","14172","243515","7","352","157","2502","30","1451","4158","137167"
" 　醫療保健及社會工作服務業","24902","390648","0","0","1719","5348","6039","162903","547","46488"
" 　藝術、娛樂及休閒服務業","2282","91622","136","1347","1599","25929","284","1671","90","4988"
" 　其他服務業","18871","762941","3159","17903","5280","40139","2133","40308","37","1091"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
