"  50","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)","","","","","","",""
"","","","","  中華民國100年 8月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","500022","9619458","136336","2752268","295002","3036631","11019","263134","8487","349893"
" 　新　 北　 市","90357","1367211","30381","418271","51440","443704","1645","30915","742","35534"
" 　臺　 北　 市","103133","2222999","10497","308639","78227","1224533","3239","77391","1005","112738"
" 　臺　 中　 市","76271","1056596","26835","400570","40703","316259","1104","23668","775","27260"
" 　臺　 南　 市","34719","705040","11170","255492","18401","140539","754","16548","674","25813"
" 　高　 雄　 市","55605","1070482","12499","275657","34815","293263","1056","25416","870","28716"
" 　宜　 蘭　 縣","5048","161134","1389","23546","2354","18282","195","4612","246","6814"
" 　桃　 園　 縣","41274","836706","13132","380573","23606","230658","556","17579","562","21003"
" 　新　 竹　 縣","7899","228711","2331","116480","4312","52728","187","9243","221","4805"
" 　苗　 栗　 縣","6912","164044","2494","63004","3030","25389","174","4141","298","6585"
" 　彰　 化　 縣","26567","407351","12433","167285","11247","68850","418","12572","442","11380"
" 　南　 投　 縣","5338","134237","1581","27715","2312","17600","198","3327","351","8420"
" 　雲　 林　 縣","6214","213369","1868","49483","2711","22347","202","4281","361","9542"
" 　嘉　 義　 縣","4702","102138","1693","32481","2078","15696","137","6410","271","6111"
" 　屏　 東　 縣","7944","207236","1778","27410","4114","27518","390","5226","462","10848"
" 　臺　 東　 縣","2542","43857","432","3267","1312","7475","105","3139","241","4475"
" 　花　 蓮　 縣","4863","94971","1130","12795","2535","17288","155","7386","299","6746"
" 　澎　 湖　 縣","923","29665","204","1502","440","2102","25","494","126","2801"
" 　基　 隆　 市","4589","125311","947","16111","2694","17808","121","3123","146","5219"
" 　新　 竹　 市","9042","303282","2271","152710","5272","71391","213","4607","147","8239"
" 　嘉　 義　 市","5109","124732","965","15369","2991","20913","125","2896","105","3531"
" 　金　 門　 縣","806","17892","248","3367","372","2147","16","139","97","2682"
" 　連　 江　 縣","165","2494","58","541","36","141","4","21","46","631"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)(續1）  ˉ","","","","","","",""
"","","","","  中華民國100年 8月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","534","1839","597","18413","3573","2546046","39","297419","44435","353815"
" 　新　 北　 市","27","72","45","1448","266","365144","5","30276","5806","41847"
" 　臺　 北　 市","10","70","58","2510","294","416268","0","0","9803","80850"
" 　臺　 中　 市","2","4","59","2993","347","232670","1","2643","6445","50529"
" 　臺　 南　 市","4","10","76","2164","315","179084","2","60692","3323","24698"
" 　高　 雄　 市","417","1327","72","1873","503","359976","7","41806","5366","42448"
" 　宜　 蘭　 縣","19","190","20","600","167","83521","2","18950","656","4619"
" 　桃　 園　 縣","8","18","48","2562","249","153866","2","1871","3111","28576"
" 　新　 竹　 縣","4","13","8","171","93","38709","0","0","743","6562"
" 　苗　 栗　 縣","3","32","64","236","106","50075","2","7767","741","6815"
" 　彰　 化　 縣","0","0","34","634","156","112448","1","18224","1836","15958"
" 　南　 投　 縣","0","0","13","357","115","65851","1","4262","767","6705"
" 　雲　 林　 縣","2","2","15","285","166","88218","1","32233","888","6978"
" 　嘉　 義　 縣","0","0","8","110","64","19066","1","19785","450","2479"
" 　屏　 東　 縣","5","13","16","637","128","103526","5","21163","1046","10895"
" 　臺　 東　 縣","2","8","13","492","63","18794","3","4338","371","1869"
" 　花　 蓮　 縣","3","8","16","675","99","45114","1","1914","625","3045"
" 　澎　 湖　 縣","6","23","5","11","17","7264","1","14811","99","657"
" 　基　 隆　 市","8","17","5","143","143","76914","1","2245","524","3731"
" 　新　 竹　 市","11","25","13","279","126","50102","1","9138","988","6791"
" 　嘉　 義　 市","0","0","8","182","140","74581","0","0","775","7260"
" 　金　 門　 縣","2","4","1","51","14","4222","1","4921","55","359"
" 　連　 江　 縣","1","3","0","0","2","633","1","380","17","144"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
"  月　　　報"," 每月終了後45日內編報","","","","","","","  表　　號","  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (行業別)(續2)  ˉ","","","","","","",""
"","","","","  中華民國100年 8月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　  計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
"  行　業　別"," 單  位","  人　數","  單  位","  人　數","  單  位"," 人　數"," 單  位"," 人　數","  單  位","  人　數"
" 總　　　　　　　　　　計","500022","9619458","136336","2752268","295002","3036631","11019","263134","8487","349893"
" 　農、林、漁、牧業","1492","378861","707","9061","55","316","42","408","8","232"
" 　礦業及土石採取業","422","4806","415","4307","5","34","0","0","0","0"
" 　製造業","101358","2995569","97438","2273480","3089","136870","35","566","0","0"
" 　電力及燃氣供應業","243","24772","189","21604","49","1788","0","0","0","0"
" 　用水供應及污染整治業","3478","53818","1632","13157","1791","24230","9","66","19","2109"
" 　營造業","43637","728101","22747","152518","20559","151145","16","82","21","965"
" 　批發及零售業","192611","1609095","1002","31570","190544","1477432","628","3861","158","853"
" 　運輸及倉儲業","9730","446612","5820","133370","3475","61665","29","283","16","5823"
" 　住宿及餐飲業","14034","415051","12","7848","13873","212965","20","376","11","251"
" 　資訊及通訊傳播業","9626","222573","150","33536","7831","133673","1549","20665","6","152"
" 　金融及保險業","6980","365070","12","20","5962","267450","67","14274","660","43236"
" 　不動產業","11368","121881","73","1808","11131","87777","7","734","4","94"
" 　專業、科學及技術服務業","29896","333257","92","9337","19333","190964","127","17182","85","8039"
" 　支援服務業","12583","330677","2877","31338","8538","217079","49","1266","0","0"
" 　公共行政及國防；強制性","2774","146318","25","10753","0","0","3","64","2675","134247"
" 　社會安全","","","","","","","","","",""
" 　教育服務業","14161","205692","7","347","156","2506","30","1065","4150","102262"
" 　醫療保健及社會工作服務業","24655","384637","0","0","1694","5220","6008","160655","547","45533"
" 　藝術、娛樂及休閒服務業","2273","91765","108","1096","1615","26334","292","1675","90","5011"
" 　其他服務業","18701","760903","3030","17118","5302","39183","2108","39912","37","1086"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
