"  50","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)","","","","","","",""
"","","","","  中華民國102年 2月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","509829","9655341","141074","2801619","298417","3123136","11287","274857","8443","384347"
" 　新　 北　 市","91880","1373707","30754","423657","52146","454158","1689","32785","737","41101"
" 　臺　 北　 市","104074","2238873","11042","311305","78307","1253605","3270","79885","979","120859"
" 　臺　 中　 市","78515","1083034","27739","410074","41755","331412","1121","24864","791","32929"
" 　臺　 南　 市","35385","705347","11484","258738","18663","141960","779","17295","682","26992"
" 　高　 雄　 市","56600","1067380","13225","284987","34907","298232","1105","26792","862","32396"
" 　宜　 蘭　 縣","5183","155554","1451","24629","2407","19493","199","4895","245","7529"
" 　桃　 園　 縣","42555","843676","13672","382211","24160","237806","610","18602","565","24357"
" 　新　 竹　 縣","8369","236549","2501","120785","4540","57670","205","9625","224","5589"
" 　苗　 栗　 縣","7003","161020","2555","62699","3088","25565","181","4474","297","7574"
" 　彰　 化　 縣","27110","411366","12753","172924","11413","71580","431","12996","440","11870"
" 　南　 投　 縣","5474","130396","1633","28337","2396","18570","192","3357","356","8402"
" 　雲　 林　 縣","6560","213768","2132","54552","2788","23539","203","4332","359","10182"
" 　嘉　 義　 縣","4779","106352","1758","33668","2085","19118","143","6682","276","6290"
" 　屏　 東　 縣","7982","202899","1891","28396","4094","28597","383","5295","453","10832"
" 　臺　 東　 縣","2553","42404","482","3324","1306","7704","100","3260","227","4567"
" 　花　 蓮　 縣","4884","92037","1178","12844","2532","17930","158","7578","297","7352"
" 　澎　 湖　 縣","972","28883","228","1502","409","1958","25","526","124","2518"
" 　基　 隆　 市","4567","117069","965","15258","2635","17734","117","3319","141","5585"
" 　新　 竹　 市","9229","302276","2295","152022","5374","73486","229","5081","144","9662"
" 　嘉　 義　 市","5130","121393","998","15537","2986","20559","124","2981","104","4042"
" 　金　 門　 縣","850","18745","269","3546","389","2313","19","210","95","3049"
" 　連　 江　 縣","175","2613","69","624","37","147","4","23","45","670"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)(續1）  ˉ","","","","","","",""
"","","","","  中華民國102年 2月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","715","2257","134","8413","3715","2402855","39","291328","46005","366529"
" 　新　 北　 市","71","220","15","719","286","347740","5","29204","6177","44123"
" 　臺　 北　 市","17","90","13","783","310","387678","0","0","10136","84668"
" 　臺　 中　 市","7","18","26","2210","360","226795","1","2498","6715","52234"
" 　臺　 南　 市","11","28","9","929","320","170244","2","63014","3435","26147"
" 　高　 雄　 市","416","1318","9","685","526","341266","7","38252","5543","43452"
" 　宜　 蘭　 縣","40","190","5","55","171","75535","2","18609","663","4619"
" 　桃　 園　 縣","17","43","13","1842","264","147390","2","1768","3252","29657"
" 　新　 竹　 縣","4","9","5","137","97","35942","0","0","793","6792"
" 　苗　 栗　 縣","6","40","5","87","111","45904","2","7643","758","7034"
" 　彰　 化　 縣","1","3","4","176","162","107835","1","17646","1905","16336"
" 　南　 投　 縣","0","0","4","114","118","60477","1","4420","774","6719"
" 　雲　 林　 縣","5","6","3","113","169","82052","1","31989","900","7003"
" 　嘉　 義　 縣","1","3","2","34","64","18670","1","19369","449","2518"
" 　屏　 東　 縣","5","9","2","30","136","98428","5","20612","1013","10700"
" 　臺　 東　 縣","4","13","4","117","63","17479","3","4063","364","1877"
" 　花　 蓮　 縣","7","22","2","31","101","41475","1","1881","608","2924"
" 　澎　 湖　 縣","72","158","0","0","17","6780","1","14780","96","661"
" 　基　 隆　 市","9","34","0","0","148","69313","1","1954","551","3872"
" 　新　 竹　 市","18","44","9","241","133","46445","1","8183","1026","7112"
" 　嘉　 義　 市","0","0","4","110","143","70613","0","0","771","7551"
" 　金　 門　 縣","3","5","0","0","14","4181","1","5059","60","382"
" 　連　 江　 縣","1","4","0","0","2","613","1","384","16","148"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
"  月　　　報"," 每月終了後45日內編報","","","","","","","  表　　號","  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (行業別)(續2)  ˉ","","","","","","",""
"","","","","  中華民國102年 2月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　  計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
"  行　業　別"," 單  位","  人　數","  單  位","  人　數","  單  位"," 人　數"," 單  位"," 人　數","  單  位","  人　數"
" 總　　　　　　　　　　計","509829","9655341","141074","2801619","298417","3123136","11287","274857","8443","384347"
" 　農、林、漁、牧業","1710","368933","739","9814","56","355","46","419","8","223"
" 　礦業及土石採取業","398","4019","392","3572","4","38","0","0","0","0"
" 　製造業","100635","3090504","96681","2281009","3063","141520","37","587","0","0"
" 　電力及燃氣供應業","257","24830","203","21715","49","1809","0","0","0","0"
" 　用水供應及污染整治業","3669","55858","1894","14233","1722","26636","9","54","17","1861"
" 　營造業","44788","694631","25324","159919","19130","144340","9","77","21","921"
" 　批發及零售業","194107","1648796","1007","31520","192000","1513469","648","3766","155","770"
" 　運輸及倉儲業","9941","435324","6199","142583","3296","61553","30","246","15","6060"
" 　住宿及餐飲業","16333","439422","14","8708","16167","245022","20","413","11","229"
" 　資訊及通訊傳播業","9981","235329","148","34445","8202","144353","1531","20401","6","146"
" 　金融及保險業","7010","369059","13","24","5999","270413","66","14360","656","42621"
" 　不動產業","12415","128638","76","1830","12169","92514","7","779","3","102"
" 　專業、科學及技術服務業","31114","344561","110","9485","20182","197104","141","17713","86","8362"
" 　支援服務業","13200","341228","3912","46821","8004","211794","47","1523","0","0"
" 　公共行政及國防；強制性","2736","135609","23","10456","0","0","3","55","2631","123774"
" 　社會安全","","","","","","","","","",""
" 　教育服務業","14938","257568","7","329","169","2999","944","11752","4202","147210"
" 　醫療保健及社會工作服務業","24811","397714","1","2","1937","5882","5196","159616","507","46534"
" 　藝術、娛樂及休閒服務業","2417","90522","328","3024","1526","25035","297","1604","89","4517"
" 　其他服務業","19369","592796","4003","22130","4742","38300","2256","41492","36","1017"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
