"  50","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)","","","","","","",""
"","","","","  中華民國102年 9月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","516083","9731047","143392","2849884","300748","3179157","11429","280808","8434","394039"
" 　新　 北　 市","92861","1380962","30997","428700","52616","462128","1704","33632","739","42227"
" 　臺　 北　 市","104862","2252499","11337","311796","78572","1272379","3301","81067","977","122130"
" 　臺　 中　 市","79500","1097415","28146","416305","42230","339209","1125","25618","789","34268"
" 　臺　 南　 市","35822","711577","11699","262427","18840","145062","771","17420","680","27773"
" 　高　 雄　 市","57169","1072112","13513","291670","35030","301767","1136","27367","865","33059"
" 　宜　 蘭　 縣","5441","156361","1489","25552","2448","20258","203","5055","245","7709"
" 　桃　 園　 縣","43485","857233","14012","388333","24617","245283","620","19211","565","25110"
" 　新　 竹　 縣","8541","244229","2550","127583","4614","58885","216","9760","224","5714"
" 　苗　 栗　 縣","7071","161649","2582","63349","3115","26330","178","4560","299","7879"
" 　彰　 化　 縣","27344","416169","12865","177672","11466","73159","433","13259","442","12342"
" 　南　 投　 縣","5558","129928","1651","28860","2430","19095","198","3413","350","8574"
" 　雲　 林　 縣","6686","213994","2212","55417","2802","24441","212","4511","361","10646"
" 　嘉　 義　 縣","4833","105828","1766","33633","2111","18763","153","7027","277","6397"
" 　屏　 東　 縣","8091","204154","1934","29558","4104","29678","385","5478","442","11353"
" 　臺　 東　 縣","2627","43296","500","3413","1315","8144","109","3374","227","4735"
" 　花　 蓮　 縣","4960","92436","1211","13225","2543","18010","156","7552","298","7758"
" 　澎　 湖　 縣","1037","29641","241","1565","410","2092","27","560","124","2999"
" 　基　 隆　 市","4611","114575","998","15813","2621","17317","121","3417","143","5701"
" 　新　 竹　 市","9370","304589","2338","155083","5442","73739","229","5185","143","9803"
" 　嘉　 義　 市","5166","120679","1012","15672","2987","20904","128","3089","103","4008"
" 　金　 門　 縣","872","19135","274","3676","399","2384","20","228","96","3178"
" 　連　 江　 縣","176","2586","65","582","36","130","4","25","45","676"
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""
" 月　　　報"," 每月終了後45日內編報","","","","","","",""," 表　　號  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (地區別)(續1）  ˉ","","","","","","",""
"","","","","  中華民國102年 9月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","  受僱從事漁業","","  職業訓練機構","","","","","","",""
"","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者",""
" 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"
" 總　　　　　計","1064","3176","316","18926","3748","2342893","39","289697","46913","372467"
" 　新　 北　 市","116","362","23","1056","294","339115","5","28846","6367","44896"
" 　臺　 北　 市","10","55","42","2691","314","376742","0","0","10309","85639"
" 　臺　 中　 市","12","30","35","2719","361","223641","1","2447","6801","53178"
" 　臺　 南　 市","17","42","20","1544","319","166704","2","63649","3474","26956"
" 　高　 雄　 市","428","1344","27","1976","530","333379","7","37294","5633","44256"
" 　宜　 蘭　 縣","202","658","13","819","172","72952","2","18642","667","4716"
" 　桃　 園　 縣","20","46","34","3074","270","144440","2","1752","3345","29984"
" 　新　 竹　 縣","6","14","12","361","98","34918","0","0","821","6994"
" 　苗　 栗　 縣","6","39","6","183","112","44545","2","7657","771","7107"
" 　彰　 化　 縣","3","8","16","652","162","105180","1","17401","1956","16496"
" 　南　 投　 縣","0","0","13","380","117","58457","1","4356","798","6793"
" 　雲　 林　 縣","11","26","10","339","172","79589","1","32003","905","7022"
" 　嘉　 義　 縣","1","2","4","69","66","18105","1","19265","454","2567"
" 　屏　 東　 縣","8","14","13","761","137","96003","5","20430","1063","10879"
" 　臺　 東　 縣","23","49","10","745","63","16874","3","3927","377","2035"
" 　花　 蓮　 縣","31","71","14","770","103","40191","1","1866","603","2993"
" 　澎　 湖　 縣","120","277","2","37","17","6575","1","14865","95","671"
" 　基　 隆　 市","17","55","3","99","147","66374","1","1889","560","3910"
" 　新　 竹　 市","25","60","11","422","135","45274","1","7910","1046","7113"
" 　嘉　 義　 市","0","0","7","203","143","69098","0","0","786","7705"
" 　金　 門　 縣","3","5","1","26","14","4131","1","5108","64","399"
" 　連　 江　 縣","5","19","0","0","2","606","1","390","18","158"
"  公　開　類","","","","","","","","  編製機關","  勞工保險局",""
"  月　　　報"," 每月終了後45日內編報","","","","","","","  表　　號","  1811-01-01-04",""
"","",""," 勞工保險各類勞工投保單位及人數 (行業別)(續2)  ˉ","","","","","","",""
"","","","","  中華民國102年 9月底","","","","",""," 單位：個、人"
""," 類　　別","","","","","","","","",""
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、",""
"","  總　　  計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工",""
"  行　業　別"," 單  位","  人　數","  單  位","  人　數","  單  位"," 人　數"," 單  位"," 人　數","  單  位","  人　數"
" 總　　　　　　　　　　計","516083","9731047","143392","2849884","300748","3179157","11429","280808","8434","394039"
" 　農、林、漁、牧業","2073","366106","749","10156","56","435","49","417","7","91"
" 　礦業及土石採取業","399","3931","393","3515","4","41","0","0","0","0"
" 　製造業","100655","3100908","96711","2313280","3054","144174","35","634","0","0"
" 　電力及燃氣供應業","270","24484","217","21472","48","1786","0","0","0","0"
" 　用水供應及污染整治業","3729","55456","1993","14160","1683","26865","9","55","17","1854"
" 　營造業","45470","686288","26497","164800","18637","143262","8","53","21","900"
" 　批發及零售業","194960","1671159","1004","29187","192840","1538124","663","3868","153","738"
" 　運輸及倉儲業","10051","430638","6379","145862","3228","61894","28","237","15","6257"
" 　住宿及餐飲業","17286","451130","15","8081","17115","261827","23","452","11","243"
" 　資訊及通訊傳播業","10132","236071","144","34281","8383","145644","1504","19923","6","149"
" 　金融及保險業","7015","369810","12","21","6002","270737","65","14421","659","42628"
" 　不動產業","13214","135765","81","2015","12963","97043","7","807","3","96"
" 　專業、科學及技術服務業","31932","352585","112","9828","20651","203844","148","18033","85","8243"
" 　支援服務業","13427","347820","4285","53914","7832","211303","44","1191","0","0"
" 　公共行政及國防；強制性","2736","138137","22","10489","0","0","3","53","2630","126224"
" 　社會安全","","","","","","","","","",""
" 　教育服務業","16359","287585","10","326","217","3256","2024","23376","4232","153480"
" 　醫療保健及社會工作服務業","24102","397704","1","2","1998","6013","4199","153652","471","47426"
" 　藝術、娛樂及休閒服務業","2498","91064","412","3956","1511","25178","305","1674","89","4686"
" 　其他服務業","19775","584406","4355","24539","4526","37731","2315","41962","35","1024"
