"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國109年 2月底","","","","",""," 單位：個、人","","","","","  中華民國109年 2月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","571048","10430677","165263","3304662","323713","3558855","13974","348802","8383","449353"," 總　　　　　計","1950","5910","117","8177","3931","2048077","39","263963","53678","442878",
" 　新　 北　 市","99812","1452235","32460","466562","56437","521777","2099","45549","745","46352"," 　新　 北　 市","266","877","15","1247","305","290232","5","26219","7480","53420",
" 　臺　 北　 市","111079","2415449","13567","377245","80746","1401281","3698","90464","966","136179"," 　臺　 北　 市","32","128","17","488","326","309294","0","0","11727","100370",
" 　桃　 園　 市","50803","961116","17234","464359","27706","263147","926","25532","589","31231"," 　桃　 園　 市","59","154","7","2294","290","136928","2","1477","3990","35994",
" 　臺　 中　 市","90458","1248928","31957","489110","47890","398408","1537","34365","788","41770"," 　臺　 中　 市","49","151","17","1881","381","215051","1","1874","7838","66318",
" 　臺　 南　 市","40400","760582","13591","290284","20894","169037","899","20312","668","31603"," 　臺　 南　 市","44","114","11","909","324","149840","2","64296","3967","34187",
" 　高　 雄　 市","62294","1122413","16702","346444","36180","325996","1382","35335","865","36098"," 　高　 雄　 市","455","1256","8","532","556","296367","7","28818","6139","51567",
" 　宜　 蘭　 縣","6635","152962","1770","28870","2865","25125","252","6271","239","9245"," 　宜　 蘭　 縣","479","1736","3","41","183","59559","2","16213","842","5902",
" 　新　 竹　 縣","10788","258139","3261","117764","5817","78053","293","11613","228","7076"," 　新　 竹　 縣","18","58","3","26","111","33651","0","0","1057","9898",
" 　苗　 栗　 縣","7923","154255","3062","60148","3341","28456","231","5321","298","7734"," 　苗　 栗　 縣","14","55","0","0","109","36761","2","7650","866","8130",
" 　彰　 化　 縣","29750","448638","14171","206506","12231","84930","521","17269","430","13855"," 　彰　 化　 縣","20","48","5","121","179","92289","1","15292","2192","18328",
" 　南　 投　 縣","6178","130463","1904","34686","2702","21157","245","5318","333","9154"," 　南　 投　 縣","3","12","5","126","116","48667","1","4379","869","6964",
" 　雲　 林　 縣","8006","220952","2861","69123","3298","28004","292","6285","348","12727"," 　雲　 林　 縣","48","92","4","80","175","67096","1","29402","979","8143",
" 　嘉　 義　 縣","5473","114250","2059","38336","2348","23880","182","8055","266","7300"," 　嘉　 義　 縣","32","77","2","31","67","16345","1","17192","516","3034",
" 　屏　 東　 縣","9378","207264","2537","37561","4561","34472","444","7350","445","13157"," 　屏　 東　 縣","69","207","4","42","142","84274","5","18127","1171","12074",
" 　臺　 東　 縣","3023","43490","664","4519","1402","8471","149","4431","230","6032"," 　臺　 東　 縣","70","153","5","152","62","14190","3","3157","438","2385",
" 　花　 蓮　 縣","5343","89252","1421","13862","2597","18765","192","9369","290","8901"," 　花　 蓮　 縣","45","130","2","30","110","32810","1","1700","685","3685",
" 　澎　 湖　 縣","1202","29804","318","2294","464","3211","40","712","118","3034"," 　澎　 湖　 縣","119","293","1","1","19","4994","1","14385","122","880",
" 　基　 隆　 市","5036","105052","1285","17229","2619","19296","131","4155","143","6028"," 　基　 隆　 市","67","220","1","10","167","52258","1","1797","622","4059",
" 　新　 竹　 市","10399","374530","2751","219488","5883","79697","283","7082","147","11569"," 　新　 竹　 市","32","86","5","49","145","42057","1","6499","1152","8003",
" 　嘉　 義　 市","5717","116849","1216","15320","3206","22358","140","3589","106","5160"," 　嘉　 義　 市","3","5","2","117","146","61396","0","0","898","8904",
" 　金　 門　 縣","1115","21217","374","4262","477","3046","33","394","93","4275"," 　金　 門　 縣","17","41","0","0","16","3507","1","5144","104","548",
" 　連　 江　 縣","236","2837","98","690","49","288","5","31","48","873"," 　連　 江　 縣","9","17","0","0","2","511","1","342","24","85",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國109年 4月14日","  編製",
