"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國109年12月底","","","","",""," 單位：個、人","","","","","  中華民國109年12月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","578445","10554945","167549","3339610","327364","3589958","14559","363450","8357","462931"," 總　　　　　計","2110","6302","199","9473","3953","2068677","39","260481","54315","454063",
" 　新　 北　 市","101076","1473633","32610","467933","57279","533899","2184","47624","749","47479"," 　新　 北　 市","308","982","16","1048","307","292551","5","25689","7618","56428",
" 　臺　 北　 市","111258","2415919","13618","376443","80707","1397502","3753","91011","964","139726"," 　臺　 北　 市","33","138","26","1031","330","308056","0","0","11827","102012",
" 　桃　 園　 市","51999","982600","17636","473446","28353","268483","1001","27135","587","33265"," 　桃　 園　 市","57","152","24","1034","293","140559","2","1452","4046","37074",
" 　臺　 中　 市","91840","1273199","32243","493860","48784","404982","1618","36945","789","44050"," 　臺　 中　 市","53","145","26","2440","380","220831","1","1860","7946","68086",
" 　臺　 南　 市","41069","769667","13797","291930","21255","171431","952","21510","667","32477"," 　臺　 南　 市","50","130","15","987","329","151534","2","64701","4002","34967",
" 　高　 雄　 市","63039","1132221","17027","349634","36432","326674","1467","37364","852","36978"," 　高　 雄　 市","469","1328","17","893","555","299661","7","27071","6213","52618",
" 　宜　 蘭　 縣","6739","153345","1800","28611","2921","25716","275","6608","238","9590"," 　宜　 蘭　 縣","462","1603","7","252","185","59305","2","15761","849","5899",
" 　新　 竹　 縣","11082","265994","3342","119566","5998","81173","301","11836","226","7625"," 　新　 竹　 縣","20","59","4","229","111","35219","0","0","1080","10287",
" 　苗　 栗　 縣","8074","156770","3135","61128","3397","29530","238","5578","299","7803"," 　苗　 栗　 縣","16","53","1","10","107","36730","2","7729","879","8209",
" 　彰　 化　 縣","30075","453385","14350","208371","12317","85593","537","17944","429","14320"," 　彰　 化　 縣","20","45","9","197","181","93085","1","14993","2231","18837",
" 　南　 投　 縣","6272","131696","1936","34793","2762","21424","252","6177","331","9240"," 　南　 投　 縣","3","9","7","257","115","48415","1","4371","865","7010",
" 　雲　 林　 縣","8222","224027","3013","71644","3325","28167","310","6604","347","12897"," 　雲　 林　 縣","55","110","9","227","180","67440","1","28690","982","8248",
" 　嘉　 義　 縣","5583","114401","2125","38708","2370","22734","188","8338","265","7639"," 　嘉　 義　 縣","33","70","6","142","67","16475","1","17109","528","3186",
" 　屏　 東　 縣","9633","211776","2628","38999","4619","35245","454","7987","443","13560"," 　屏　 東　 縣","138","417","4","118","143","85336","5","17974","1199","12140",
" 　臺　 東　 縣","3054","44147","677","4598","1424","8896","153","4682","227","5988"," 　臺　 東　 縣","66","148","3","110","63","14270","3","3103","438","2352",
" 　花　 蓮　 縣","5425","90500","1434","13872","2630","19155","203","9658","293","9152"," 　花　 蓮　 縣","46","126","9","183","111","32978","1","1680","698","3696",
" 　澎　 湖　 縣","1232","29946","325","2297","470","3075","43","726","119","3213"," 　澎　 湖　 縣","129","326","2","25","17","4917","1","14466","126","901",
" 　基　 隆　 市","5066","105574","1292","16872","2605","19299","137","4218","140","6297"," 　基　 隆　 市","89","294","2","55","171","52449","1","1979","629","4111",
" 　新　 竹　 市","10548","384166","2829","226622","5940","81223","299","7268","145","11335"," 　新　 竹　 市","31","95","6","45","142","42833","1","6339","1155","8406",
" 　嘉　 義　 市","5774","118371","1242","15389","3229","22604","153","3796","106","5282"," 　嘉　 義　 市","1","2","6","190","148","62066","0","0","889","9042",
" 　金　 門　 縣","1142","20864","386","4175","496","2903","35","406","93","4157"," 　金　 門　 縣","18","41","0","0","16","3476","1","5191","97","515",
" 　連　 江　 縣","243","2744","104","719","51","250","6","35","48","858"," 　連　 江　 縣","13","29","0","0","2","491","1","323","18","39",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國110年 2月19日","  編製",
