"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國109年10月底","","","","",""," 單位：個、人","","","","","  中華民國109年10月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","577525","10598837","167196","3326520","326682","3588350","14516","365075","8391","500830"," 總　　　　　計","1952","5769","271","14921","3943","2079213","39","261964","54535","456195",
" 　新　 北　 市","100925","1477750","32586","466501","57204","532879","2161","48127","750","51404"," 　新　 北　 市","276","868","31","1705","306","294036","5","25916","7606","56314",
" 　臺　 北　 市","111497","2429737","13631","376947","80837","1398116","3757","92262","965","148175"," 　臺　 北　 市","32","126","29","1520","328","310136","0","0","11918","102455",
" 　桃　 園　 市","51755","984367","17568","471290","28169","267874","988","26809","590","35985"," 　桃　 園　 市","59","154","26","2611","293","140916","2","1472","4060","37256",
" 　臺　 中　 市","91599","1273936","32234","490527","48542","405437","1619","36719","789","46739"," 　臺　 中　 市","53","140","31","2766","379","221493","1","1866","7951","68249",
" 　臺　 南　 市","40963","772721","13763","290439","21172","171255","949","21464","669","36312"," 　臺　 南　 市","47","119","24","1420","328","151916","2","64749","4009","35047",
" 　高　 雄　 市","62869","1137931","16963","349229","36350","326943","1452","37425","855","40374"," 　高　 雄　 市","441","1205","20","1215","555","301087","7","27574","6226","52879",
" 　宜　 蘭　 縣","6730","155033","1794","28830","2917","25547","273","6603","240","10389"," 　宜　 蘭　 縣","454","1590","7","488","185","59722","2","15883","858","5981",
" 　新　 竹　 縣","11075","266175","3341","119355","5984","80918","301","12128","227","8035"," 　新　 竹　 縣","19","60","9","249","111","35089","0","0","1083","10341",
" 　苗　 栗　 縣","8048","157968","3125","60866","3374","29528","237","5632","301","8627"," 　苗　 栗　 縣","16","49","3","16","108","37209","2","7775","882","8266",
" 　彰　 化　 縣","30045","452918","14321","206645","12307","85159","534","17883","429","15318"," 　彰　 化　 縣","20","45","10","291","181","93608","1","15082","2242","18887",
" 　南　 投　 縣","6270","133256","1932","34843","2740","21293","255","6138","334","9852"," 　南　 投　 縣","3","13","10","537","115","49080","1","4385","880","7115",
" 　雲　 林　 縣","8164","224820","2963","70610","3317","28427","307","6608","347","13844"," 　雲　 林　 縣","50","99","10","209","178","67807","1","28872","991","8344",
" 　嘉　 義　 縣","5563","115186","2101","38645","2368","22227","189","8323","265","8768"," 　嘉　 義　 縣","35","72","8","197","67","16576","1","17178","529","3200",
" 　屏　 東　 縣","9542","213221","2609","38561","4600","35337","456","7948","444","14846"," 　屏　 東　 縣","75","223","7","188","142","85709","5","18059","1204","12350",
" 　臺　 東　 縣","3045","45343","674","4711","1411","8793","156","4660","228","6964"," 　臺　 東　 縣","67","148","4","127","62","14374","3","3118","440","2448",
" 　花　 蓮　 縣","5431","92524","1424","13885","2623","19213","206","9864","301","10298"," 　花　 蓮　 縣","43","118","13","516","110","33116","1","1680","710","3834",
" 　澎　 湖　 縣","1235","30856","330","2360","474","3135","42","733","121","3912"," 　澎　 湖　 縣","116","288","2","48","17","4951","1","14507","132","922",
" 　基　 隆　 市","5070","106648","1291","17059","2608","19338","135","4219","141","6647"," 　基　 隆　 市","86","291","6","111","170","52853","1","1941","632","4189",
" 　新　 竹　 市","10537","384070","2813","224690","5935","81252","304","7351","147","12795"," 　新　 竹　 市","31","94","9","230","142","42883","1","6365","1155","8410",
" 　嘉　 義　 市","5759","119577","1240","15493","3207","22471","152","3745","106","5708"," 　嘉　 義　 市","1","2","11","447","148","62646","0","0","894","9065",
" 　金　 門　 縣","1145","21862","386","4305","490","2933","36","393","94","4909"," 　金　 門　 縣","16","37","1","30","16","3491","1","5216","105","548",
" 　連　 江　 縣","258","2938","107","729","53","275","7","41","48","929"," 　連　 江　 縣","12","28","0","0","2","515","1","326","28","95",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國109年12月14日","  編製",
