"  18","","","","","","","","","","",,,,,,,,,,,,
" 公　開　類","","","","","","","",""," 編製機關  勞工保險局",""," 公　開　類","","","","","","","",""," 編製機關  勞工保險局","",
" 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01",""," 月　　　報"," 每月終了45日內填報","","","","","","",""," 表　　號  10711-01-01","",
"","","","  勞工保險投保單位及人數—按類別及地區分","","","","","","","","","",""," 勞工保險投保單位及人數—按類別及地區分(續)  ˉ","","","","","","","",
"","","","","  中華民國109年 8月底","","","","",""," 單位：個、人","","","","","  中華民國109年 8月底","","","","",""," 單位：個、人",
""," 類　　別","","","","","","","","","",""," 類　　別","","","","","","","","","",
"","","","  產業勞工及交通","","","","  新聞、文化、公益","","  政府機關及公、","","","  受僱從事漁業","","  職業訓練機構","","","","","","","",
"","  總　　計","","  公用事業之員工","","  公司、行號之員工","","  及合作事業之員工","","  私立學校之員工","","","  生產之勞動者","","   接受訓練者","","  職業勞工","","  漁會之甲類會員","","  自願投保者","",
" 地　區　別","  單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 地　區　別"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數"," 單  位"," 人　數",
" 總　　　　　計","575623","10515087","166718","3310597","325635","3566259","14374","358510","8391","458257"," 總　　　　　計","1943","5815","301","15579","3941","2087392","39","263350","54281","449328",
" 　新　 北　 市","100540","1469219","32569","468019","56910","527981","2142","47077","749","46627"," 　新　 北　 市","273","909","25","1321","306","295748","5","26048","7561","55489",
" 　臺　 北　 市","111308","2402994","13608","371219","80749","1391725","3742","91240","967","135049"," 　臺　 北　 市","30","130","30","1054","328","312405","0","0","11854","100172",
" 　桃　 園　 市","51500","975369","17481","468811","28037","266351","968","26141","592","32093"," 　桃　 園　 市","60","155","23","2604","295","140978","2","1476","4042","36760",
" 　臺　 中　 市","91273","1262184","32176","488244","48343","402567","1596","36032","789","42071"," 　臺　 中　 市","52","129","34","2667","379","221244","1","1861","7903","67369",
" 　臺　 南　 市","40821","767852","13710","289870","21094","169924","938","21099","674","32866"," 　臺　 南　 市","45","113","31","1982","327","152540","2","64768","4000","34690",
" 　高　 雄　 市","62715","1130929","16900","347336","36296","324734","1437","36556","852","36744"," 　高　 雄　 市","440","1203","29","1622","555","302404","7","28280","6199","52050",
" 　宜　 蘭　 縣","6687","154605","1779","28677","2894","25470","268","6510","240","9817"," 　宜　 蘭　 縣","455","1626","10","374","184","60162","2","15999","855","5970",
" 　新　 竹　 縣","11001","263760","3324","118714","5936","80311","301","12036","227","7352"," 　新　 竹　 縣","20","60","10","384","110","34849","0","0","1073","10054",
" 　苗　 栗　 縣","8027","156808","3112","60507","3372","29153","239","5548","301","8235"," 　苗　 栗　 縣","16","49","3","30","109","37272","2","7766","873","8248",
" 　彰　 化　 縣","29952","449966","14265","204915","12275","84818","528","17594","429","14061"," 　彰　 化　 縣","20","43","25","811","180","93940","1","15162","2229","18622",
" 　南　 投　 縣","6251","132188","1929","34711","2727","21039","254","5625","333","9604"," 　南　 投　 縣","3","17","15","454","115","49281","1","4387","874","7070",
" 　雲　 林　 縣","8123","224324","2944","70298","3307","28140","299","6476","347","13417"," 　雲　 林　 縣","48","96","9","351","177","68184","1","29046","991","8316",
" 　嘉　 義　 縣","5545","114385","2089","38495","2375","23045","187","8230","266","7551"," 　嘉　 義　 縣","32","72","4","56","67","16610","1","17206","524","3120",
" 　屏　 東　 縣","9517","211535","2591","38224","4590","34868","459","7797","443","13737"," 　屏　 東　 縣","74","216","11","432","142","85974","5","18122","1202","12165",
" 　臺　 東　 縣","3047","45211","670","4792","1404","8736","156","4603","228","6476"," 　臺　 東　 縣","67","152","9","458","62","14387","3","3132","448","2475",
" 　花　 蓮　 縣","5409","91698","1418","13990","2612","18966","196","9681","300","9689"," 　花　 蓮　 縣","47","126","13","373","111","33385","1","1699","711","3789",
" 　澎　 湖　 縣","1228","30830","330","2454","468","3170","40","711","120","3738"," 　澎　 湖　 縣","118","295","2","8","17","5032","1","14495","132","927",
" 　基　 隆　 市","5047","106279","1292","17036","2600","19256","133","4176","139","6246"," 　基　 隆　 市","82","263","2","79","170","53156","1","1930","628","4137",
" 　新　 竹　 市","10491","381483","2806","224013","5906","80607","296","7230","147","11714"," 　新　 竹　 市","31","93","7","118","142","43020","1","6426","1155","8262",
" 　嘉　 義　 市","5738","118772","1229","15282","3201","22218","152","3731","106","5368"," 　嘉　 義　 市","2","3","9","401","147","62778","0","0","892","8991",
" 　金　 門　 縣","1149","21796","391","4278","487","2915","36","378","94","4895"," 　金　 門　 縣","17","39","0","0","16","3525","1","5216","107","550",
" 　連　 江　 縣","254","2900","105","712","52","265","7","39","48","907"," 　連　 江　 縣","11","26","0","0","2","518","1","331","28","102",
" 註：本表投保單位及人數係指當月計費開單之月底生效單位及人數。","","","","","","","","","",""," 填表"," 審核","","","","  業務主管人員","","",""," 機關首長","",
"","","","","","  主辦統計人員","","","","","",
" 資料來源：  本局納保組及保費組。","","","","","","","","","","",
" 填表說明：  本表編製一式2份，1份送勞動部統計處，1份自存。","","","","","","","",""," 中華民國109年10月14日","  編製",
